Entry,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_C,Past_d2_C,Past_d3_C,Past_d6_C,Past_d7_C,Pstr_d7_C
Q0TFJ7,1,0,2,3,0,1,0,3,0,0,0,0,0,0
Q0TSR5,112,246,143,2,8,5,4,22,0,0,0,0,0,0
Q0U5F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0U7W4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0UEB6,26,4,2,0,12,7,9,12,0,0,0,0,0,0
Q0UWA6,2,7,0,4,0,0,2,9,0,0,0,0,0,0
Q0UXJ7,2,0,23,0,3,0,0,1,0,0,0,0,1,0
Q0V1H5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0V6P9,3,3,0,2404,5079,5939,5196.935,4698,0,0,0,0,0,0
Q0V869,112,136,93,46,108,198,124,159,0,0,0,0,0,0
Q0V8H6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0V8R7,5,7,1,1,0,0,0,0,0,0,0,0,0,0
Q0V9N0,5,7,4,3,49,27,8,40,0,0,0,0,0,0
Q0V9R3,0,1,3,4,7,17,15,4,0,1,0,0,0,0
Q0V9S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0V9S9,556,679,519,411,563,667,506,972,0,0,0,0,0,0
Q0VA16,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Q0VA42,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q0VAA2,72,47,80,80,156,218,75,182,0,0,0,0,0,0
Q0VAX3,194,206,210,138,20,326,262,278,0,0,0,0,0,0
Q0VC00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0VC24,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Q0VC48,0,0,1,2,2,1,4,3,0,0,0,0,0,0
Q0VC71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0VC92,0,0,2,0,8,0,0,0,0,0,0,0,0,0
Q0VCA3,23,6,9,6,0,0,0,0,0,0,0,0,0,0
Q0VCH8,72,61,81,0,0,0,0,0,0,0,0,0,0,0
Q0VCI6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0VCK5,100,101,93,1,10,6,0,6,0,0,0,0,0,0
Q0VCN3,0,0,4,634,972,693,772,595,0,0,0,0,0,0
Q0VD26,1,0,4,6,25,24,26,131,0,0,0,0,0,0
Q0VEJ0,24,12,11,8,32,14,18,20,0,0,0,0,0,0
Q0VFV7,26,31,39,1,0,0,3,0,0,0,0,0,0,0
Q0VGW4,69,116,129,127,270,231,75,346,0,0,0,0,0,0
Q0VZ70,0,0,0,2,11,10,2,17,0,0,0,0,0,0
Q0WKV3,153,103,164,3280,5480,3817,3978,2944,1,2,0,0,0,0
Q0WKV8,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Q0WKZ3,0,0,6,14,12,6,0,11,0,0,0,0,0,0
Q0WLB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0WLC6,7,1,6,189,341.123,614.734,351.548,606.959,0,0,0,0,0,0
Q0WMY5,221,257,265,162,330,242,141,354,0,0,0,0,0,0
Q0WN01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0WN69,14,2,3,1,1,0,0,0,0,0,0,0,0,0
Q0WNJ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0WPJ7,1,9,4,0,4,17,3,10,0,0,0,0,0,0
Q0WPK3,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Q0WPT7,1,2,1,0,1,1,1,1,0,0,0,0,0,0
Q0WPU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0WPX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0WPZ6,0,0,0,0,1,5,4,0,0,0,0,0,0,0
Q0WQF4,2,2,3,3,3,0,3,3,0,0,0,0,0,0
Q0WQQ1,31,15,11,0,1,0,0,0,0,1,0,0,0,0
Q0WQX7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0WQX9,0,0,0,5,10,0,0,16,0,0,0,0,0,0
Q0WR59,0,4,1,3,0,2,4,0,0,0,0,0,0,13
Q0WRB2,34,46,39,40,107,121,58,157,0,0,0,0,0,0
Q0WS06,2,6,4,2,8,2,1,4,0,0,0,0,0,0
Q0WSF1,13,12,25,3,0,0,0,4,0,0,0,0,0,0
Q0WT48,2,3,6,32,42,40,14,54,0,0,0,0,0,0
Q0WVD6,54,33,47,0,0,0,0,0,0,0,0,0,0,0
Q0WVE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0WVF5,5,1,6,1,0,1,0,1,0,0,0,0,0,0
Q0WVK7,18,15,27,6,24,29,15,31,0,0,0,0,0,8
Q0WVR4,0,0,1,1,0,0,0,11,0,0,0,0,0,0
Q0WVW7,0,0,1,14,55,47,22,48,0,0,0,0,0,0
Q0WW26,3,1,2,0,0,0,0,0,0,0,0,0,0,0
Q0WWQ1,0,0,0,167,270,369,437,247,0,0,0,0,0,0
Q0WWW9,0,0,2,2,0,0,2,8,0,0,0,0,0,0
Q0ZB81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10000,54,55,29,42,90,89,79,103,0,0,4,0,0,0
Q10024,0,0,0,0,2,1,1,3,0,0,0,0,0,0
Q10051,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Q10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10058,172,134,263,246,279,287,170,230,0,0,0,0,0,0
Q10074,28,22,37,2,4,0,0,8,0,0,0,0,0,0
Q10082,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Q10107,150,119,116,0,2,6,0,1,0,0,0,0,0,0
Q10137,77,88,114,4,14,9,1,6,0,0,0,0,1,0
Q10138,7,5,3,620,616,812,617,639,0,0,0,0,0,0
Q10139,51,41,97,0,0,0,0,0,0,0,0,0,0,0
Q10154,0,0,3,1,1,3,0,2,0,0,0,0,0,0
Q10190,5,3,1,27,30,18,26,33,0,0,0,0,0,0
Q10209,0,0,0,1,4,0,0,6,0,0,0,0,0,0
Q10215,0,0,0,2,1,0,0,1,0,0,0,0,0,0
Q10233,5,9,9,0,0,2,0,0,0,0,0,0,0,0
Q10251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10267,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Q10287,0,0,0,0,0,3,0,4,0,0,0,0,0,0
Q10295,3,1.544,0,0,0,0,0,1,0,0,0,0,0,0
Q10301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10323,4,4,6,28,71,31,33,64,0,0,0,0,3,0
Q10333,360,507,294,186,529,535,501,519,0,0,0,0,0,0
Q10341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10409,0,0,0,10,17,21,9,5,0,0,0,0,0,0
Q10422,148,160,133,146,145,240,127,197,0,0,0,0,0,0
Q10438,0,0,0,165,291,344,302,365,0,0,0,0,0,0
Q10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10475,1,1,0,1,6,3,1,2,0,0,0,0,0,0
Q10494,0,1.312,0,0,0,0,0,0,0,0,0,0,0,0
Q10657,2,1,8,48.764,60.426,9,7,127.8,0,0,0,0,2,0
Q10658,1,1,1,6,7,0,5,3,0,0,2,0,0,0
Q10661,0,3,1,0,1,0,0,7,0,0,0,0,0,0
Q10716,50,90,94,22,52,63,45,55,0,0,0,0,0,0
Q108T9,5,4,0,19,8,12,0,13,0,0,0,0,0,0
Q10AZ7,0,1,2,81,102,186,118,151,0,2,0,0,0,0
Q10D00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10E64,0,0,0,0,6,6,2,8,0,0,0,0,0,0
Q10EL1,2,2,0,0,9,11,0,7,0,0,0,0,0,0
Q10FF9,370.971,439.765,473.469,5,0,2.272,0,2.77,0,0,1,0,0,0
Q10I26,160,142,184,166,214,92,77,121,0,0,0,0,0,0
Q10KF0,0,0,0,4,19,4,7,3,0,0,0,0,0,0
Q10KY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10L32,202,253,168,182,368,356,292,459,0,0,0,0,0,0
Q10LF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10LJ2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Q10MH8,1,0,2,1,5,0,0,2,0,0,0,0,0,0
Q10MN5,7,6,12,9,32,16,28,31,0,0,0,0,0,0
Q10MX1,0,0,0,31,91,40,40,49,0,0,0,0,0,0
Q10N04,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q10N20,3,2,0,1,0,0,0,0,0,0,0,0,0,0
Q10N21,624,681,575,620,946,821,681,689,0,0,0,0,0,0
Q10N44,0,3,2,0,0,0,0,0,0,0,0,0,0,0
Q10NQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10NQ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10PP8,390,513,328,9,55,22,13,19,0,0,0,0,0,0
Q10PW9,466,1114,633,444,914,1228,603,1248,0,0,0,0,0,0
Q10R93,27,30.048,28,143,210,119,63,143,0,0,0,0,0,0
Q10RZ1,9,40,30,34,96,44,32,73,0,0,0,0,0,0
Q10SC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10SM2,0,0,0,6,8,10,6,6,0,0,0,0,0,0
Q10SX7,64,64,65,5,4,0,0,12,0,0,0,0,0,11
Q10SY9,2,5,1,3,1,6,0,0,0,0,0,0,0,0
Q10VW7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10XM6,0,0,0,66,115,93,47,147,0,0,0,0,0,0
Q10ZG6,0,3,0,6,12,5,4,9,0,0,0,0,0,0
Q11002,11,14,23,0,0,0,0,0,0,0,0,0,0,0
Q11011,2,1,2,0,0,0,2,1,0,0,0,0,0,0
Q11073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11083,5,6,6,4,12,24,5,26,0,0,0,0,0,2
Q110D7,0,3,2,2,0,2,0,0,0,0,0,0,0,0
Q11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11208,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Q112D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11KJ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11LE3,5,7,6,20,23,18,5,14,0,0,0,0,0,0
Q11SZ7,2,0,0,8,8,11,28,10,0,0,0,0,0,0
Q11TT6,5,7,9,0,1,0,0,5,0,0,0,0,0,0
Q11U74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11VZ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12019,0,0,0,0,0,4,0,3,0,0,0,0,0,0
Q12091,0,0,0,3,6,0,7,5,0,0,0,0,0,0
Q12109,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q12204,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Q12216,7,8,11,0,7,5,0,4,0,0,0,0,0,0
Q12220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12271,3,0,0,1,2,6,0,9,0,1,0,0,0,0
Q12284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12362,42,46,57,3,0,0,3,4,0,0,0,0,0,0
Q12382,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Q12458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12546,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Q12553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12613,1383.485,1839.452,1394.091,48.49,93.148,91.108,29.92,99.041,0,0,0,0,0,0
Q12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12714,0,0,0,0,3,0,0,0,0,5,0,0,0,0
Q12730,5,2,5,0,2,0,0,3,0,0,0,0,0,0
Q12746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12756,19,31,3,0,0,0,0,0,0,0,0,0,0,0
Q12767,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q12788,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Q12797,16,5,20,7,8,6,3,14,0,0,0,0,0,9
Q12798,0,0,5,15,8,45,4,0,0,0,0,0,0,0
Q12809,1,1,5,6,11,7,20,41,0,0,0,0,0,0
Q12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12849,3,2,6,9,3,2,3,10,0,0,0,0,0,0
Q12931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12955,1265,1435,1312,2041.224,2822,1974,1391,2480.454,0,0,0,0,0,0
Q12986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12DF1,0,0,0,0,1.365,0,0,0,0,0,0,0,0,0
Q12JE5,7,10,2,0,0,0,0,4,0,0,0,0,0,0
Q12WH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13049,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Q13206,0,0,3,24,13,13,21,26,0,0,0,0,0,0
Q13231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13277,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Q13310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13356,0,0,0,2,5,3,0,2,0,0,0,0,0,0
Q13367,3,1,9,0,0,0,0,0,0,0,0,0,0,0
Q13395,2,17,3,3,14,7,9,35,0,0,0,0,0,0
Q13416,896,974,929,1012,1396,1200,810,1091,0,0,0,0,0,12
Q13423,4,11,6,6,5,12,6,4,0,0,0,0,0,0
Q13434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13435,0,2,6,359,520,773,468,757,0,0,0,0,0,0
Q13472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13489,3,10,1,26,45,32,24,23,0,0,0,0,0,0
Q13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13526,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Q13554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13614,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13630,0,0,1,0,0,3,0,0,0,0,0,0,0,0
Q13698,1,2,0,1,0,1,1,6,0,0,0,0,0,0
Q13868,121,117,156,288,342,293,184,247,0,0,0,0,0,0
Q13936,12,18,10,3,5,4,4,7,0,0,0,0,0,0
Q13938,0,0,0,1,4,7,0,2,0,0,0,0,0,0
Q13976,268,403,269,21,40,49,24,97,0,0,2,0,0,0
Q14123,0,0,0,0,0,1,0,0,0,4,0,0,0,0
Q14147,0,0,0,2,2,1,8,12,0,0,0,0,0,0
Q14204,0,0,0,0,11,7,3,7,0,0,0,0,0,0
Q14249,2,0,1,6,4,3,5,7,0,0,0,0,0,0
Q14674,76,43,59,11,1,5,1,6,0,0,0,0,0,0
Q14676,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Q14679,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q14684,5,0,2,0,0,0,0,0,0,0,0,0,0,0
Q14690,17,26,25,0,0,0,0,0,0,0,0,0,0,0
Q14692,1,0,0,13,14,26,9,30,0,0,0,0,0,0
Q147X3,2,0,6,23,63,50,21,26,0,0,0,0,0,0
Q14832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q148G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q148K0,68,47,55,1,12,4,0,6,0,0,0,0,0,0
Q149L6,34,62,16,0,0,0,0,0,0,0,0,0,0,0
Q14AK4,0,2,1,18,49,42,5,73,0,0,0,0,0,0
Q14AT5,14,8,14,5,13,8,9,15,0,0,0,0,0,0
Q14CH1,0,0,0,1,11,2,7,2,0,0,0,0,0,0
Q14CZ7,2,0,2,9,23,14,2,18,0,0,0,0,0,0
Q15024,34,18,32,18,13,9,8,11,0,2,0,0,0,0
Q15029,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Q15034,2,4,10,34,70,55,23,49,0,0,0,0,0,0
Q15050,0,0,1,9,18,0,6,20,0,0,0,0,0,10
Q15058,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q15111,5,5,6,0,0,0,0,0,0,0,0,0,0,0
Q15118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q15119,391,472,335,189,509,335,292,418,0,0,0,0,0,0
Q15120,3,3,7,0,0,0,0,0,0,0,0,0,0,0
Q15349,15,12,23,5,0,1,0,4,0,0,0,0,0,0
Q15392,0,0,7,0,0,0,0,0,0,1,0,0,0,0
Q15427,9,9,7,12,0,2,12,3,0,0,0,0,0,0
Q15428,0,4,1,1,3,1,0,0,0,0,0,0,0,0
Q15582,8,10,14,0,9,3,0,7,0,0,0,0,0,0
Q15738,1,1,4,3,1,0,3,3,0,0,0,0,0,0
Q15751,106,110.001,90.589,24,49.132,119,25,87,0,0,0,0,0,0
Q15835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q15858,2,8,4,3,3,10,8,1,0,0,0,0,0,0
Q15878,0,1,0,12,42,73,48,85,0,0,0,0,0,0
Q15JG7,0,4,4,5,2,7,4,20,0,0,0,0,0,0
Q15TT6,21,39,47.991,17,28.149,76,56,65,0,0,0,0,0,0
Q15YD8,0,0,3,2,1,0,0,2,0,0,0,0,0,0
Q16222,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Q16281,0,0,0,3,4,11,11,2,0,0,0,0,0,0
Q16363,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Q16445,7.427,0,11.303,0,0,3.598,0,1.713,0,0,0,0,0,0
Q16534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q16537,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Q16566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q16654,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q16690,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q16790,36,44,13,19,67,84,77,72,0,0,0,0,0,0
Q16829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q16875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q16880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q16943,2,6,3,1,8,6,6,4,0,0,0,0,0,0
Q16956,3,0,7,2,8,0,2,1,0,0,0,0,0,0
Q16959,306,499,323,567,1384,1825,1072,2104.996,1,0,0,0,0,0
Q16DR2,30,30,33,0,0,0,0,0,0,0,0,0,0,0
Q16JS8,0,0,0,3,0,3.33,0,7.04,0,0,0,0,0,0
Q16KN5,14,15,4,0,1,0,1,0,0,0,0,0,0,0
Q16P20,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Q16RL8,76.426,69.278,30.927,0,3,0,0,0,0,0,0,0,0,0
Q16W24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q16WA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q17320,0,0,0,34,78,84,16,115,0,2,0,0,0,0
Q17430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q17438,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Q179T2,3,1,2,6,36,11,5,47,0,0,0,0,0,0
Q17BU3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q17CE7,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Q17FB8,1,2,4,2,7,1,1,0,0,0,0,0,0,0
Q17GM7,0,6,0,0,1,4,1,1,0,0,0,0,0,0
Q17GR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q17JQ7,0,0,3,10,13,1,4,8,0,0,0,0,0,0
Q17LW0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q17NV8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q17PP1,21,33,16,0,9,0,2,4,0,0,0,0,0,0
Q17QF2,3,6,4,2,2,0,0,2,0,0,0,0,0,0
Q17QJ3,1,0,0,1,7,0,1,2,0,0,0,0,0,0
Q17QK9,3,2,7,23,22,19,7,34,0,0,0,0,0,0
Q17QN2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q17QW3,2,0,0,116,177,84,50,141,0,0,0,0,0,0
Q17QZ3,0,0,0,0,8,0,0,0,0,1,0,0,0,0
Q17R09,1,1,0,21,26,59,26,54,0,1,0,0,0,0
Q17RB8,0,0,8,2,7,6,5,4,0,0,0,0,0,0
Q18161,44,30,30,5,5,6,6,19,0,0,0,0,0,0
Q18169,11,11,13,1,4,7,0,4,0,0,0,0,0,0
Q18223,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Q182E7,1,1,0,0,6,0,1,2,0,0,0,0,0,0
Q182I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q18409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q18411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q18812,0,0,0,0,0,2.039,0,0,0,0,0,0,0,0
Q18846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q18964,0,0,2,0,4,0,0,0,0,0,0,0,0,0
Q18990,0,0,0,1,6,1,0,2,0,0,0,0,0,0
Q18CI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q18DC8,189,213,316,22,44,20,11,9,0,0,0,0,0,0
Q19087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q19204,1,3,0,0,0,1,0,0,0,0,0,0,0,0
Q19325,0,0,0,3,2,3,0,1,0,0,0,0,0,0
Q19366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q19555,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Q19614,93,122,68,1,11,2,17,38,0,0,0,0,0,0
Q196V6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q196Z3,0,4,6,6,21,4,0,17,0,0,0,0,0,0
Q19713,2,1,1,0,1,0,1,0,0,0,0,0,0,0
Q19791,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q197D1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Q19821,4,1,4,8,4,9,0,7,0,0,0,0,0,0
Q19PY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q19V52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q19V98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1ACB3,0,0,3,1,8,2,7,5,0,0,0,0,0,0
Q1ACM8,3,2,1,45,282,1128,236,384,0,0,0,0,0,0
Q1AR60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1AW08,2,2,4,0,0,0,4,0,0,0,0,0,0,0
Q1CY77,1,4,3,3,12,7,2,10,0,0,0,0,0,0
Q1D063,14,32,23,1,5,0,0,0,0,0,0,0,0,0
Q1DCL2,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Q1DCU1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1DKI1,0,0,0,2,10,0,0,9,0,0,0,0,0,0
Q1DXR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1E5T3,2,4,6,0,1,12,12,17,0,0,0,0,0,0
Q1EBV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1EBV7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1ECJ7,0,0,0,37,47,23,15,40,0,0,0,0,0,0
Q1EHT7,13,21,3,10.763,0,9,5,0,0,0,0,0,0,0
Q1GRV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1H1K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1H3L5,211,296,179,293,527,365,370,410,0,0,0,0,0,0
Q1HPW4,183,177,152,122,190,110,173,111,0,0,0,0,0,0
Q1IPZ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1IW72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1J132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1JP61,0,3,0,0,0,0,0,1,0,0,0,0,0,0
Q1JP63,1,1,7,0,0,0,0,0,0,0,0,0,0,0
Q1JPG1,3,13,11,3,5,2,6,12,0,0,0,0,0,0
Q1JPL4,92.172,87.913,92,2,2,0,0,0,0,0,0,0,0,0
Q1JPX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1JQA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1JQD7,1,0,0,0,5,0,0,1,0,0,0,0,0,0
Q1JQE0,5,4,5,951,1331,958,733,777,0,0,0,0,0,0
Q1K9C2,1304,2253,1094,473,1021,1599,761,2032,0,0,0,0,0,0
Q1KKV8,0,1,1,1,17,28,5,27,0,0,0,0,0,0
Q1KME6,1,0,0,5,32,33,21,47,0,0,0,0,0,0
Q1KMR4,0,0,0,1,2,5,0,4,0,0,0,0,0,0
Q1KVT0,0,7,3,107,608,1849,342,422,0,0,0,0,0,0
Q1L721,47,36,54,662,1044,950,603,732,0,0,0,0,0,0
Q1L8L6,22,20,27,2,0,0,2,0,0,0,0,0,0,0
Q1L987,0,0,0,14,20,6,19,12,0,0,0,0,0,0
Q1LV15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1LVE8,62,91,78,901,1923,2020,1220,2553,0,0,0,0,0,0
Q1LVN8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q1LVS8,11,13,19,30,11,1,2,27,0,0,0,0,0,0
Q1LWG4,4,7,2,0,0,0,0,0,0,0,0,0,0,0
Q1LWL2,1,4,0,0,4,2,5,3,0,0,0,0,0,0
Q1LXK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1LXZ7,1,0,4,5,1,1,2,1,0,0,0,0,2,0
Q1LY46,538.237,770.66,731.417,220.027,408.095,373.538,342.566,346.587,0,0,0,0,0,0
Q1LZ71,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Q1LZ75,30,44,77,26,39,19,5,32,0,0,0,0,0,0
Q1LZ83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1LZ96,0,0,0,0,4,0,0,3,0,0,0,0,0,0
Q1M7F4,0,2,2,0,0,0,0,6,0,0,0,0,0,0
Q1MJU4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1MTE5,0,0,0,7,8,8,9,7,0,0,0,0,0,0
Q1MTN3,63,61,48,0,0,2,0,1,0,0,0,0,0,0
Q1MTR1,4.584,13.516,4.721,0,8.878,6.68,3,20.259,0,0,0,0,0,0
Q1NEI6,0,0,1,2,22,10,5,7,0,0,0,0,0,0
Q1PCQ8,1,0,1,13,8,6,4,5,0,0,0,0,0,0
Q1PFG9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1PFH8,6,0,0,0,2,0,0,0,0,0,0,0,0,0
Q1PRL4,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Q1PSW8,25,26,8,14,30,34,5,54,0,0,0,0,0,0
Q1QEC2,1,0,8,3,0,0,0,2,0,0,0,0,0,0
Q1QSX1,0,0,1,111,177,108,109,158,0,0,0,0,0,0
Q1QUD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1RFI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1RGM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1RI31,16,4,13,5,15,6,0,12,0,0,0,0,0,0
Q1RJR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1RK13,19,93,41,64,122,61,57,118,0,0,0,0,0,0
Q1RK21,234,211,166,0,0,0,0,0,0,3,0,0,0,0
Q1RLL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
