Entry,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_C,Past_d2_C,Past_d3_C,Past_d6_C,Past_d7_C,Pstr_d7_C
Q9LKW9,49,87,67,10,12,12,15,23,0,0,0,0,0,0
Q9LL84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LLY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LM02,4,8,15,0,4,0,0,3,0,0,0,0,0,0
Q9LM25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LM66,0,6,0,1,0,2,0,0,0,0,0,0,0,0
Q9LM92,225,222,376,10,1,3,7,2,0,0,0,0,0,0
Q9LMA1,590,694,539,457,820,751,571,585,0,2,0,0,0,0
Q9LMI0,42,25,59,8,34,70,7,46,0,0,0,0,0,0
Q9LMI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LMJ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LML7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9LMN7,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q9LMR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LMT1,2,2,5,13,15,4,5,10,0,0,0,0,0,0
Q9LMT2,3,2,21,68,131,107,79,116,0,0,0,0,0,0
Q9LN20,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Q9LN49,4,3,0,5,7,2,3,9,0,0,0,0,0,0
Q9LN71,1,6,14,2.043,7.261,3.134,0,6.462,0,0,0,0,0,0
Q9LNB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LNC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LND7,5,19,2,2,0,2,0,0,0,0,0,0,0,0
Q9LNQ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LP45,46,24,39,817,1215,1095,737,922,0,0,0,0,0,0
Q9LPC1,343,471,238,343,793,777,712,754,0,0,0,0,0,0
Q9LPC5,0,1,5,0,4,0,0,17,0,0,0,0,0,0
Q9LPC7,4,16,11,5,6,4,0,0,0,0,0,0,0,0
Q9LPL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LPN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LPT6,6,11,4,0,0,0,0,0,0,0,0,0,0,0
Q9LPV5,13220.018,16284.999,12110,6515.999,10822.771,11458.675,8383.454,8420.869,5,11,6,9,3,7
Q9LPX2,127,87,90,28,14,26,8,31,0,0,0,0,0,10
Q9LQ04,0,0,0,13,27,21,3,19,0,0,0,0,0,0
Q9LQ14,30,57,30,300,447,338,363,347.281,0,0,0,0,0,0
Q9LQ16,4,6,4,0,1,0,1,2,0,2,0,0,0,0
Q9LQK0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Q9LQK7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LQV2,0,2,0,3,16,2,3,18,0,0,0,0,0,0
Q9LR64,0,0,0,9,23,24,23,54,0,0,0,0,0,0
Q9LR75,2,6,19,365,501,436,369,334,0,0,0,0,0,0
Q9LR78,0,1,0,1,13,10,3,15,0,5,0,0,0,0
Q9LR91,43,82,45,27,28,33,29,40,0,0,0,0,0,0
Q9LRE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LRE6,4,8.911,17,699,1415,1163,738,1662,0,0,0,0,0,0
Q9LRI8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LRN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LS88,2,3,1,0,4,6,0,12,0,0,0,0,0,0
Q9LSE4,392,583,393,365,800,511,449,624,0,0,0,0,0,0
Q9LSJ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSL9,0,0,0,6,15,5,0,18,0,0,0,0,0,0
Q9LSM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSQ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSQ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSX7,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Q9LT02,8,8,6,100,160,97,53,74,0,0,0,0,0,0
Q9LT25,5,10,11,0,0,0,0,0,0,0,0,0,0,0
Q9LT31,9,3,9,2,16,11,4,17,0,0,0,0,0,0
Q9LT35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LT68,49,31,37,43,48,78,68,75,0,0,0,0,0,0
Q9LT77,5,0,0,0,0,8.406,0,0,0,0,0,0,0,0
Q9LT78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LTD8,10,13,3,66,105,69,43,119,0,0,0,0,0,0
Q9LTG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LTI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LTR9,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Q9LTS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LTV6,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Q9LTX4,16,51,40,44,117.004,217.003,101.002,252.226,0,0,0,0,0,0
Q9LTX9,136,128,133,0,0,0,0,0,0,0,0,0,0,0
Q9LU44,1,1,7,9,1,1,10,5,0,0,0,0,0,0
Q9LU46,4,6,4,2,1,0,0,0,0,0,0,0,0,0
Q9LU85,18,8,3,0,18,0,0,3,0,0,0,0,0,0
Q9LU89,3,3,5,0,0,0,0,0,0,0,0,0,0,0
Q9LUD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LUG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LUH2,3,0,1,0,0,0,0,1,0,0,0,0,0,0
Q9LUT2,2427,3446,2026,1413,1977,2092,2623.842,1699,0,0,0,0,0,8
Q9LUW6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LV09,0,1,0,6,16,6,10,16,0,0,0,0,0,0
Q9LV16,1,3,1,9,3,0,1,0,0,0,0,0,0,0
Q9LV77,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Q9LV93,16,13,10,9,11,17,0,17,0,0,0,0,0,0
Q9LVD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LVE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LVE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LVE4,6,6,8,0,1,0,0,1,0,0,0,0,0,0
Q9LVJ0,42,50,103,2,0,2,1,9,0,0,0,0,0,0
Q9LVM1,2,0,0,4,0,0,0,1,0,0,0,0,0,0
Q9LVN1,2,0,1,13,8,0,4,27,0,0,0,0,0,0
Q9LVN7,7,38,15,2,0,0,0,0,0,0,0,0,0,0
Q9LVQ5,0,0,4.877,0,2,0,2,19.238,0,0,0,0,0,0
Q9LVQ8,126,141,104,72,100.944,157.751,42,184.635,0,0,0,0,0,0
Q9LVV5,1,2,1,0,0,0,3,1,0,0,0,0,0,1
Q9LW07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LW15,127,150,148,538,1006,911,674,732,0,0,2,0,0,0
Q9LW26,2,2,5,0,1.001,0,0,0,0,0,0,0,0,0
Q9LX30,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Q9LX31,1,2,1,0,0,0,0,1,0,0,0,0,0,0
Q9LX45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LX90,0,1,4,0,1,0,0,0,0,0,0,0,0,0
Q9LXA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LXC9,4,1,6,893,1199,1110,1085,953,0,0,0,0,0,0
Q9LXF8,0,0,2,17,26,13,3,51,0,0,0,0,0,0
Q9LXG1,307,340.002,201,1610,3133.001,1946.999,5539,1127.002,0,0,4,0,0,0
Q9LXI4,32,38,22,5,6,1,1,5,0,0,0,0,0,0
Q9LXT3,37,28,38,13,5,4,3,8,0,1,0,0,0,0
Q9LXT9,5,7,6,1,7,1,1,4,0,0,0,0,0,0
Q9LY32,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Q9LY75,22,29,25,31,55,17,5,43,0,0,0,0,0,0
Q9LY82,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Q9LYA9,0,0,0,0,10,7,2,4,0,1,0,0,0,0
Q9LYG9,3,1,0,47,105,54,67,114,0,0,0,0,0,0
Q9LYJ9,2,4,4,4,2.067,2,0,0,11,9,0,5,0,0
Q9LYN0,2,6,3,6,3,5,1,2,0,0,0,0,0,0
Q9LYN7,435.612,670.729,456.117,287.433,733.976,1101.588,589.929,1186.849,0,0,0,0,0,0
Q9LYR5,1,0,3,11,32,1,2,22,0,0,0,0,0,0
Q9LYS6,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Q9LYT1,5,0,0,1,0,0,0,0,0,0,0,0,0,0
Q9LYU8,16,17,22,3,8,0,4,2,0,0,0,0,0,0
Q9LYW5,0,3,0,22,66,39,20,58,0,0,0,0,0,0
Q9LYZ7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q9LYZ9,5,3,11,444,622,331,231,341,0,0,2,0,0,0
Q9LZ06,1,0,4,0,0,0,0,0,0,0,0,0,0,0
Q9LZ17,363.475,378.891,266.19,459.536,1075.369,604.346,1317.313,368.874,0,0,0,0,0,0
Q9LZ82,8,6,12,9,21,5,6,7,0,3,0,0,0,0
Q9LZ98,6,2,0,3,6,11,2,7,0,0,0,7,0,0
Q9LZA6,0,0,1,18,29,3,2,38,0,0,0,0,0,0
Q9LZF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LZG0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LZK5,167,112,211,345,449,393,237,293,0,0,0,0,0,0
Q9LZQ9,10,3,1,15,12,15,13,4,0,0,0,0,0,0
Q9LZS3,1,0,8,0,2,1,0,8,0,0,0,0,0,0
Q9LZX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M001,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Q9M041,38,34,53,13.527,4,8,7,8.407,0,0,0,0,0,0
Q9M076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M081,5,6,8,1,7,2,8,11,0,0,0,6,0,0
Q9M092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M0C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M0E5,7,5,4,2,2,0,2,14,0,0,0,0,0,0
Q9M0F9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M0M4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M0N1,14,45,39,1,0,0,0,0,0,0,0,0,0,0
Q9M0S5,1,3,4,0,5,3,0,3,0,0,0,0,0,0
Q9M0V0,2,0,0,6,0,0,0,1,0,0,0,0,0,0
Q9M0V6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q9M0Y8,1,0,1,2,0,0,0,4,0,0,0,0,0,0
Q9M0Z3,48,62,70,0,0,0,0,0,0,0,0,0,0,0
Q9M0Z9,0,1,2,0,0,1,0,1,0,0,0,0,0,0
Q9M1H3,212,192,177,273.922,547.81,633.246,670,410.914,0,0,0,0,0,0
Q9M1I6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M1K2,726,870,646,522,1055,1061,662,1225,0,0,0,0,0,0
Q9M1K5,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Q9M1R1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q9M209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M271,17,34,21,2,13,4,1,2,0,0,0,0,0,0
Q9M2D2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Q9M2E2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q9M2F9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q9M2G7,0,0,8,0,0,1,0,0,0,0,0,0,0,0
Q9M2J5,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Q9M2P2,3,14,14,19,45,30,31,32,0,1,0,0,0,0
Q9M2P7,0,5,1,0,1,1,0,4,0,0,0,0,0,0
Q9M2S6,0,0,0,5,1,0,0,0,0,0,0,0,0,0
Q9M2T9,1,3,0,1,0,2,2,3,0,0,0,0,0,0
Q9M304,1,7,4,103,130,183,124,248,0,0,0,0,0,0
Q9M339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M354,0,0,3,2,4,0,0,8,0,0,0,0,0,0
Q9M390,5,6,8,4,45,15,32,20,0,1,0,0,0,0
Q9M3G7,40,33,46,229,325,277,146,353,0,0,0,0,2,0
Q9M3H5,4,0,10,0,0,0,0,5,0,0,0,0,0,0
Q9M401,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q9M4A1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Q9M4B5,4,4,0,0,0,1,0,0,0,0,0,0,0,0
Q9M4G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M571,0,0,2,7,9,5,0,15,0,0,0,0,0,0
Q9M622,406,670,331,200,490,627,495,631,0,0,0,0,0,0
Q9M643,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Q9M7I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M7R0,23,12,14,31,52,22,11,40,0,0,0,0,0,0
Q9M888,5,1,6,39,45,59,49,58,0,0,0,0,2,0
Q9M8D3,0,0,0,2,7,1,11,12,0,0,0,0,0,0
Q9M8J2,0,0,1,0,1,6,3,1,0,0,0,0,0,0
Q9M8J9,19,49,58,43,62,49,45,49,0,0,0,0,0,0
Q9M8K7,281,297,331,623,921,892,596,966,0,0,0,0,0,0
Q9M8L9,3,7,12,74,158,113,67,100,0,0,0,0,0,0
Q9M8S6,52,82,44,3,15,20,0,16,0,2,0,0,0,0
Q9M8T9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M8Y0,1,0,4,42,87,0,18,65.896,0,0,0,0,0,0
Q9M8Z5,0,2,0,0,6,1,0,0,0,0,0,0,0,0
Q9M8Z7,0,3,1,14,69,39,43,114,0,0,0,0,0,0
Q9M907,13,6,10,6,27,13,10,18,0,0,0,0,0,10
Q9M9E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M9E8,6,8,2,22,19,9,0,21,0,0,0,0,0,0
Q9M9G6,2,2,5,36,91,35,31,65,0,0,1,0,0,0
Q9M9H7,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Q9M9W1,866.522,694.34,643.595,758.486,1124.47,659.972,1907.761,338.481,0,0,0,0,0,0
Q9M9W9,336,210,198,244,613,582,278,770,0,0,0,0,0,0
Q9M9Y8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MA15,241,270,220,0,0,0,0,3.022,0,0,0,0,0,0
Q9MA50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MA55,1,0,0,0,0,2,0,1,0,0,3,0,0,0
Q9MA79,1,0,0,6,5,4,2,3,0,0,0,11,0,0
Q9MA87,11,11,2,8,18,8,9,12,0,0,0,0,0,0
Q9MA90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MAA2,0,1,0,13,22,25,22,40,0,0,0,0,0,0
Q9MAC9,0,0,0,0,0,0,3,8,0,0,0,0,0,0
Q9MAG3,65,131,92,22,51.68,122.001,31,192,0,0,2,0,0,0
Q9MAH3,4,5,10,1,0,0,0,0,0,0,0,0,0,0
Q9MAH4,0,0,0,0,1,2,0,5,0,0,0,0,0,0
Q9MAQ3,16,20,18,1,8,7,5,19,0,0,0,0,0,0
Q9MAT5,3,5,0,0,0,0,1,1,0,0,0,0,0,0
Q9MAX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MAY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MB46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MB58,121,93,98,79,154,56,25,136,0,0,0,0,0,0
Q9MBF8,9,11,10,2,21,21,9,81,0,0,0,0,0,0
Q9MUT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MYM7,2,11,0,0,0,1,1,0,0,0,0,0,0,0
Q9MYU4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MZ19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MZS9,2,5,2,10,12,13,14,17,0,0,0,0,0,0
Q9N010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9N0A4,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Q9N0E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9N121,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q9N1F2,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Q9N1Q9,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Q9N1R0,7,17,9,17,41,36,30,71,0,0,0,0,1,0
Q9N2D3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Q9N2J2,73,111,98,102,120,112,69,104,0,0,0,0,0,0
Q9N2Z7,2,0,0,5,7,5,2,4,0,0,0,0,0,0
Q9N3Q8,0,0,2,0,0,0,0,2,0,0,0,0,0,0
Q9N3T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9N589,74,44,70,2,1,1,0,0,0,0,0,0,0,0
Q9N5K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NAA7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q9NB31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NDH7,0,0,0,0,2,0,0,0,0,2,0,0,0,0
Q9NDJ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NES8,1,3,7,80,51,138,140,94,14,26,0,0,2,0
Q9NF14,7,13,13,44,63,81,64,58,0,0,0,0,0,0
Q9NFN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NFU0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q9NGP4,1,0,4,671,1123,634,838,407,0,0,0,1,0,0
Q9NGP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NGQ2,7,1,7,17,30,35,12,112,0,0,0,0,0,0
Q9NHD5,2,1,0,0,0,0,0,0,0,0,4,0,0,0
Q9NHW7,3,1,0,166,305,206,286,187,5,1,6,0,0,0
Q9NIF3,2,2,7,11,6,0,1,5,0,0,0,0,0,0
Q9NJ15,5,4,5,3,1.534,0,0,11.267,0,0,0,0,0,0
Q9NJU9,18,19,35,22,20,48,12,37,0,0,0,0,0,0
Q9NJV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NKV0,1,0,0,2,4,1,0,2,0,0,0,0,0,0
Q9NKW1,0,0,3,2,0,0,0,6,0,0,0,0,0,0
Q9NP64,70,35,83,10,1,2,4,4,0,0,0,0,0,0
Q9NP78,6,1,0,45,56,34,3,72,0,0,0,0,0,0
Q9NP86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NQ36,20,42,10,5,4,19,4,19,0,0,0,0,0,0
Q9NQE7,1970,2269,2051,1322,1653,1645,1659,1394,0,0,0,0,0,0
Q9NQL2,1,1,2,2,0,0,3,4,0,0,0,0,0,0
Q9NQQ7,16,14,13,1,8,0,0,6,0,0,0,0,0,0
Q9NQT4,4,2,3,0,0,0,0,2,0,0,0,0,0,0
Q9NQT8,327.191,655.293,277.036,294.648,763.787,548.713,458.897,576.727,0,0,0,0,0,0
Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NR20,66,77,65,18,20,3,3,38,0,0,0,0,1,0
Q9NR21,95.158,119.048,116,69.564,97.092,61.999,57.527,90.631,0,0,0,0,0,0
Q9NR30,0,2,2,0,0,0,3,0,0,0,0,0,0,0
Q9NR45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NR71,28,87,18,0,0,3,0,0,0,0,0,0,0,0
Q9NRD8,0,0,0,3,1,5,1,1,0,0,0,0,0,0
Q9NRK6,2,0,0,0,2,0,0,2,0,0,0,0,0,0
Q9NRL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NRP7,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Q9NRW4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NS40,0,0,1,7,7,8,1,9,0,0,0,0,0,0
Q9NSA2,9,26,7,0,0,1,0,0,0,0,0,0,0,0
Q9NSK0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NTI2,13,4,9,2,12,11,8,7,0,0,0,0,0,0
Q9NTJ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NU02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NU22,0,0,0,0,4,5,7,2.197,0,0,0,0,0,0
Q9NUN7,3,7,6,10,31,8,3,17,0,0,0,0,0,0
Q9NUQ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NUV9,27,11,12,22,55,40,56,30,0,0,0,0,0,0
Q9NUZ1,12,8,9,1,15,4,1,5,0,0,0,0,0,0
Q9NV31,0,0,0,2,1,0,6,0,0,0,0,0,0,0
Q9NV66,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Q9NVC3,0,0,0,1,1,0,0,11,0,0,0,0,0,0
Q9NVD3,12,10,15,6,2,21,0,12,0,0,0,0,0,0
Q9NVG8,2,0,1,0,0,0,0,0,0,1,0,0,0,0
Q9NVM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NVN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NVR0,0,0,2.321,20.233,5.359,8.97,11.433,20.379,0,0,0,0,0,0
Q9NVU7,4,7,4,5,6,1,0,7,0,0,0,0,0,0
Q9NVV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NW08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NW15,26,22,23,2,8,1,1,17,0,0,0,0,0,0
Q9NWF4,0,0,0,1,0,0,0,4,0,0,0,0,0,0
Q9NWF9,3,0,1,1,0,1,0,1,0,0,0,0,0,0
Q9NWL6,1,0,5,5,14,1,10,15,0,0,0,0,0,0
Q9NWS0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Q9NWS8,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Q9NWT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NWZ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NX58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NX74,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q9NXE8,0,0,0,1,2,0,2,0,0,0,0,0,0,0
Q9NXF1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Q9NXG6,8,0,4,30,33,29,13,41,0,0,0,0,0,0
Q9NXH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NXL6,248,307,233,45,67,27,17,76,0,0,0,0,0,0
Q9NXS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NXV2,0,6,2,0,1,0,0,0,0,0,0,0,0,0
Q9NYC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NYQ2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q9NYR8,5,1,2,83,46,104,29,65,0,0,0,0,0,0
Q9NYU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NYV6,0,0,0,1,0,1,1,1,0,0,0,0,0,0
Q9NZ45,62,61,83,0,3,0,1,1,0,0,0,0,0,0
Q9NZ56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZJ4,44,39,39,26,90,140,74,236.324,0,0,0,0,0,0
Q9NZN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZR1,469,461,410,1177,1839,1811,1083,1680,0,0,0,0,0,0
Q9NZR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NZS9,0,1,0,0,1,6,2,3,0,0,0,0,0,0
Q9NZT1,494,530,583,353,500,334,232,394,0,0,0,0,0,0
Q9NZU7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P0K7,0,2,0,0,0,0,0,0,0,0,0,0,0,3
Q9P0L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P0L9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P0M2,6,13,10,20,49,20,16,19,0,0,0,0,0,0
Q9P0X4,217.002,221,170.6,197,297,366,276,473,0,0,0,0,0,0
Q9P1Q0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q9P1Y6,0,0,0,3,5,1,0,0,0,0,0,0,0,0
Q9P1Z3,659.073,947.242,623.933,146,231,211,132,223,0,0,0,0,0,1
Q9P225,1,5,2,9,29,33,17,102,0,0,0,0,0,0
Q9P273,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P2D7,237.513,266.261,189.6,631,923.817,660.589,382.979,603.122,0,3,0,0,0,13
Q9P2E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P2E3,0,4,0,0,14,26,10,31,0,0,0,0,0,0
Q9P2G1,0,2,9,1,1,0,2,0,0,0,0,0,0,0
Q9P2G9,0,1,0,1,12,2,0,4,0,0,0,0,0,0
Q9P2H3,0,0,8,1,4,2,0,4,0,0,0,0,0,0
Q9P2K8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P2K9,5,16,10,4,3,4,0,17,0,0,0,0,0,0
Q9P2L0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Q9P2M1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Q9P2S5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Q9P380,67,79.999,72,99,116,108.998,87,115,0,0,0,0,0,0
Q9P3A7,2,4,5,10,15,10,16,28,0,0,0,0,0,0
Q9P3T4,1,1,1,0,0,1,1,2,0,0,0,0,0,0
Q9P3T7,4,1,0,0,2,0,2,2,0,0,0,0,0,0
Q9P3U1,6,15,0,2,0,10,1,2,0,0,0,0,0,0
Q9P3U4,0,0,0,2,2,0,5,5,0,0,0,0,0,0
Q9P3X9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P4S5,8,5,6,0,0,0,0,0,0,0,0,0,0,0
Q9P4X3,4,9,10,21,76,63,23,104,0,0,0,0,0,0
Q9P4Z1,0,0,0,3,0,7,0,3.01,0,0,0,0,0,0
Q9P6J6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P6K1,0,1,0,3,3,0,0,6,0,0,0,0,0,0
Q9P6M1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Q9P6P3,0,3,6,7,7,11,21,43,0,0,0,0,0,0
Q9P6P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P6Q1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Q9P6Q3,0,0,0,4,1,0,0,1,0,0,0,0,0,0
Q9P6U9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P775,1,2,5,0,0,2,0,1,0,0,0,0,0,0
Q9P782,0,0,0,0,0,2,0,3,0,0,0,0,0,0
Q9P783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P784,2417,2649,1799,2376,3256,2923,4607,1970,0,1,5,5,0,0
Q9P7B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P7C3,0,0,0,0,4,5,4,6,0,0,0,0,0,0
Q9P7D2,10,13,9,2,0,0,0,1,0,0,0,0,0,0
Q9P7E1,0,1,9,0,0,0,0,0,0,0,0,0,0,0
