Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,M_d6_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,M_d6_B,O_d1_B,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Past_d7_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C
Q6RCE1,63.997,139,105,210,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,276.52,315.116,115.543,90.188,41.689,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Q6STH5,19,69,55,123,4,1,0,0,3,2,1,6,2,0,16,2,7,0,0,78,47,55,15,0,0,0,0,0,0,0,0,12,3,3,12,8,24,21,26,20
Q6T1X6,13,27,34,73,1,0,1,4,0,0,0,0,1,0,32,28,10,0,0,18,12,0,0,13,0,0,0,0,0,0,0,11,24,29,60,51,55,63,47,48
Q6TEK3,3,38,28,50,0,0,0,0,0,0,0,10,0,0,7,6,12,0,0,7,18.657,2,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0
Q6TNS2,26,43,33,82,3,0,0,1,0,0,0,0,0,1,2,0,3,2,0,74,90,22,11,22,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
Q6UB99,41,66,35,129.844,0,0,0,0,1,2,0,3,4,2,5,1,0,1,0,130,136,106,27,4,0,0,1,0,0,0,1,8,4,6,12,1,6,3,3,8
Q6VTH5,63,104,75,149.939,0,0,0,0,0,2,1,4,1,1,8,5,3,19.542,0,333,453,205,210,59,0,0,0,0,0,0,0,14,99,124,167,3,4,0,1,3
Q6WKZ8,40.428,13,8,21,0,1,0,0,3.437,6.99,4,12.628,2,0,8,3,1,1,0,162.721,137.139,63.015,5.188,24,0,0,0,0,0,0,0,15,0,0,0,8,17.493,6,7,84
Q6WQJ1,67,83,74,168,12,0,1,15,5,56,18,51,32,0,45,25,16,2,0,183,234,65,59,0,0,0,0,0,0,0,0,11,93.006,174.609,117.296,56,144.004,91.01,19,162
Q6WWW4,92,47,26,92,4,0,7,44,2,74,26,76,91,4,192,47,64,6,0,534,559,186,233,32,0,0,0,0,0,0,0,3,22,25,24,239,698,560.739,289,700
Q6Z0E2,37,81,70,158,8,0,10,26,29,230,49,107,185,7,3,0,0,13,0,506,321,130,90,18,0,0,0,0,0,0,0,1,0,0,0,146,324,309,174,383
Q6Z1C0,120,26,23,48.163,6,0,0,0,0,1,0,15,1,0,1,0,0,10,0,603,957,375,134,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6Z2M9,23,35,15,77,0,0,5,20,32,155,53.4,87,123,5,84.993,56,24,16,0,67,117,29,24.368,14,0,0,0,0,0,0,0,24,153,195,105,112,283,263,192,414
Q6Z4P2,20,50,18,82,1,0,0,0,4,1,0,0,0,1,20,5,7,0,0,49,63,27,7,8,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,4
Q6Z7K5,94,107.047,71,225,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,84,218,42,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Q6Z8P4,8,0,1,9,1,0,0,1,0,0,0,0,0,0,0,2,5,0,0,13,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZC69,261,27,8,62,2,0,0,1,2,0,1,5,7,3,43,29,17,0,0,861,604,302,379,109,0,0,0,0,0,0,0,5,0,3,1,5,17,4,10,15
Q6ZDY8,615.31,385.235,318.149,849.702,14,0,29,36,5,12,8,12,24,27,356,120,135,36,5,3534.016,2809.249,1228.409,2131.736,174.297,0,0,0,0,0,0,0,52,1767,2404,1982,405,438,495,301,343
Q6ZFZ4,355.664,242.249,219.5,431.478,3,0,71,170,146,712,282,545,666.695,8,207,70,80,111,0,1518.726,1666.777,841.992,547.058,155.361,0,0,0,0,0,0,0,78,86,72,77,495,1431,1677,1050,1416.004
Q6ZI17,393.944,213,169,649,5,0,7,38,49,435.556,103,244,378.553,14.509,107.792,40,35,144.951,0,2777.987,2136.74,1120.472,833.995,114.292,0,0,0,0,0,0,0,28,35.114,74.731,55,109.382,305.2,521.325,236.071,681.784
Q6ZL17,74,76,53,92,5,0,0,0,0,0,0,0,3,2,0,0,0,0,3,281,237,91,99,19,0,0,0,0,0,0,0,34,0,0,0,0,0,10.848,0,0
Q6ZMV9,85,207,183,471,5,0,0,2,8.717,42.453,18,49.395,59.218,7,46.644,23.397,14.311,2,0,322,338,152,102,40,0,0,0,0,0,0,0,37,71.04,64.688,68.312,32,44,15,4,35.488
Q6ZMW3,52,44,16,88,0,0,5,1,0,4,4,1,0,0,0,0,1,24,0,232,150,70,63,10,0,0,0,0,0,0,0,8,2,6,0,60,148,148,111,127
Q6ZPF4,79.477,33.188,24.051,108,0,0,0,4,8,0,2,1,1,0,1,0,2,1,0,459.391,473.681,222.455,199.385,34.226,0,0,0,0,0,0,0,9,0,0,3,2,4,0,4,5
Q6ZQY2,209,57,38,165,6,0,2,6,16,50,24,22,41,12,95,53,25,15,0,721,743,345.135,146,70,0,0,0,0,0,0,0,28,51,85,91,22,54,73,33,102
Q700K0,33,29.263,38.035,77.559,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,92.742,71,29,28,1,0,0,0,0,0,0,0,12,0,0,25,0,0,0,0,0
Q700X4,316,52,57,73,2,0,0,0,0,0,0,5,0,12,0,0,0,6,0,1947.843,1197.294,540.894,1840,57.563,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Q70LM4,126,448.81,359.841,768.364,20.002,1,0,0,3,42,21,17,20,0,15,3,4,46.38,0,734.99,443.309,165.544,169.145,15,0,0,0,0,0,0,0,36,0,3,3,1,17,3,0,18
Q70LM5,2,0,1,1,0,0,0,0,32.332,124.109,43.442,60.039,60.484,2,3,0,0,4,0,6,16,10,0,0,0,0,0,0,0,0,0,0,1,94.105,0,0,4,5,8.938,123.797
Q70VZ8,14,22,2,18,0,0,0,0,1,8,3,14,3,2,50,26,12,0,0,44,36,14,10,5,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,7
Q71S21,149,5,1,0,0,0,11,15,14,64,36,42,55,0,126.032,64,82,0,0,283,231,129,100,45,0,0,0,0,0,0,0,6,306,314.169,350.914,129.834,143,89,32,155
Q71VM4,5,11,3,41,0,0,0,0,0,0,0,8,0,0,0,0,0,22,0,89,71.359,27,15,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Q723X5,0,129,102,210,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q73E41,560.243,108,89,319.076,1,3,38.001,131.999,49,438.001,124,336.184,399.657,9,443.887,178,140.845,12.936,0,4173.209,2607,1041,1333,155,0,5,10,5,2,8,0,4,630,1134.476,551.747,520,1164.999,1734.019,653,1824.118
Q747A2,23,20,37,87,0,0,0,0,17,158,38,98,72,2,13,3,7,0,0,117,96,37,63,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,10
Q75A26,14,50,43,70,2,1,0,0,0,0,0,0,0,0,23,14,4,0,0,50,96,32,6,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Q75B43,9,248,112,315,4,0,0,3,0,2,7,1,1,0,24,11,2,1,0,39,16,20,10,0,0,0,0,0,0,0,0,44,9,4,15,35,27,15,13,32
Q75DK1,11,56,45,104,2,0,0,0,6,56,7,20,51,2,40,29,10,4,0,26,43,27,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q75HZ9,5,10,19,36,3,0,0,0,0,0,0,0,0,0,12,11,0,0,0,58,65,25,2,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Q75JD5,179,21,42,68,0,0,0,1,1,3,2,9,7,6,60,29,34,4,0,1079,642.999,307,476,31,0,0,0,0,0,0,0,0,14,32,7,4,1,0,0,6
Q75JF3,48,23,36,120,1,0,1,0,2,5,5,13,13,1,25,14,15,7,0,208,165,78,87,22,0,0,0,0,0,0,0,7,0,2,0,0,7,0,0,1
Q75JG8,8,41,27,43,0,0,0,0,0,0,1,0,0,0,24,7,8,0,0,24,37,3,5,2,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0
Q75K12,29,13,9,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60,83,28,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q75LD5,235,199,150,322,10,0,29,31,85,283,171,330,516,5,195.99,96,67,8,0,392,425,249,52,54,3,0,0,0,0,0,0,34,155,243,147,180,391.996,441.997,268.998,589.774
Q75M35,595.04,400.094,273,617,15,0,5,8,32,118,45,91,135,5,223,114,70,18,5,4333.285,3422.444,1357.495,2458.462,190.698,0,0,0,0,0,0,0,64,65,86,69,42,44,67,44,85
Q75VR0,182,129,95,282,7,0,0,3,5,68,0,9,5,1,77,12,23,8,0,665.844,668.942,368.938,183.535,110,0,0,0,0,0,0,0,32,3,16,14,9,27,9,3,29
Q75VR1,38,151,122,335,15,0,1,3,0,30,8,25,10,0,10,1,3,14,0,266,315,126,39,32.128,0,0,0,0,0,0,0,11,1,6,1,0,10,9,9,28
Q75WS4,3,99,86,147,3,0,15,33,44,215,77,185,216,2,210,104,95,2,0,55.184,45.144,20.331,37.244,3,0,0,0,0,0,0,0,29,363,419,454,218,404,651,328,616
Q75XW3,10.001,79,100,199,7,0,0,0,0,0,0,1,0,0,0,0,0,9,0,60,93.996,29.922,11,5,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0
Q766Z3,12,28.258,24,66,0,0,0,5,2,11,3,7,11.064,2,20,5,17,0,0,34,98,23,4,1,0,0,0,0,0,0,0,3,9,4,2,4,66,37,20,50
Q76C99,106,695.931,642.905,1465.161,16,1,9,8,4,1,4,18,5,2,7,3,9,32,0,820,1071,501,153,81,0,0,0,0,0,0,0,197.829,2,0,2,0,6,0,10,22.839
Q76KC2,142,49,38,83,1,0,4,7,0,0,0,1,4,0,3,0,3,10,0,549,84,264,214.118,47,0,0,0,0,0,0,0,0,2,1,0,18,13,6,17,14
Q76L36,0,54.068,71,100.654,2,0,7,13,14,37,56,61,48,0,131,45,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,98,138,148,175,198,176,190,159
Q76PD2,6,2,8,15,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,13,15,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q78KK3,74,76,68,93,2,0,0,2,0,8,3,4,6,0,15,12,11,8,0,250,180,68,89,43,0,0,0,0,0,0,0,22,4,24,6,6,7,11,0,19
Q78P75,285,491,351,778,62,0,0,3.498,7.563,46,46,35.864,65.243,0,43.889,33.153,12.83,38,0,856,652.988,316,782,153,45,0,0,1,0,0,0,37,114,92,93.947,71,143,103,61,91
Q796P5,31,48,25,65,1,0,0,0,4,11,2,4,1,0,1,2,0,1,0,105,90,50,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q797A7,3,14,26,73,1,0,0,0,1,5,1,15,6,1,0,1,1,3,0,2,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4
Q79VC4,771.004,169.641,113,299,2,0,6,5,1,0,0,0,5,4,32,12,2,73.851,1,2647.051,1980.995,866.123,3221.995,122,0,2,0,0,0,0,0,36,10,21,11,0,0,0,0,4
Q7BQ71,547.687,35,46,195,2,0,1,3,3,15,2,3,8,3,15,3,3,3,0,3678.735,1685.532,800.087,1712.783,69,0,0,0,0,0,0,0,15,0,0,0,3,6,3,1,6
Q7CXU0,365,77,86,159,15,0,100,180,4,0,0,11,4,21,6.999,7,6,20,0,2442,2329,630.253,1696,173,0,0,0,0,0,0,0,22.921,2,3,4,1406,2364,1721,1714,2387
Q7D745,223,458.7,327.134,624.121,17.386,0,1,2,46,78,108,128,139,11,545,246,245,52,0,813,1062,286,317,92,0,0,0,0,0,0,0,91,4,10,17,19,40,15,33,29
Q7DLR9,106,75.02,44,96,7,0,19,9,0,2,2,5,1,2,0,0,1,0,2,575,484,206,242,42,0,0,0,0,0,0,0,26,0,2,0,7,13,6,7,11.027
Q7F0J0,29,116,90,196,7,0,32,49,110,620,212,413,589,10,264,134,113,32,0,243,205,84,9,13,0,0,0,0,0,0,0,5,127,137,114,300,591,793,397,1055
Q7G6K7,215,12,20,69,0,0,0,0,1,3,3,2,4,4,6,0,1,4,0,843,697,306,235,50,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2
Q7KN62,29.139,11.377,1,43.49,0,0,1,6,60,211,101,199,257,5,343,152,110,1,0,176.265,207.68,80.63,91.263,33.723,0,0,0,0,0,0,0,3,598,720,625,3,23,32,16,22
Q7M3S9,128.376,419,301,644,23,0,0,6,7,6,11,18,5,2,136,60,42,51,0,372.76,346.802,130.879,101.268,43.12,0,0,0,0,0,0,0,113,268,317,297,14,26,21,10,27
Q7MGG3,11,112,58,146,6,0,0,0,0,7,3,4,5,0,5,0,0,6,0,46,56,24,14,4,0,0,0,0,0,0,0,39,0,3,4,3,1,4,0,11
Q7PRJ0,32,133,129,220,3,0,4,16,18,118,65,117,142,4,160,96,81,7,0,243.179,343,134,80,19,0,0,0,0,0,0,0,23,0,5,0,23,84,30,42,88
Q7PWB1,429,59,43,132,0,0,1,14,0,0,0,5,0,4,1,0,0,4,0,2959,2334,1088.001,1229,209,0,0,0,0,0,0,0,7,0,0,1,50,89,85,69,146
Q7RAH3,90.67,46,47,201,5.202,0,0,0,0,3,0,6,2.256,1,16,6,7,3,0,328.151,229.609,109.036,95,39.417,0,0,0,0,0,0,0,18,3,3,1,0,0,0,0,4
Q7RAV5,56,98,95,273,5,0,3,0,0,12,5,3,4,0,8,1,2,11,0,494.549,348.336,151.268,119,14.421,0,0,0,0,0,0,0,17,98,72,118,52,51,62,28,93
Q7RJG2,50,97,87,182,6,0,15,25,1,4,2,2,6,3,16,15,4,12,0,238,285,141,98,49,0,0,0,0,0,0,0,22,53,60,56,151,177,76,77,138
Q7RQ71,1,41,42,113,3,0,0,0,2,10,15.068,1,3,1,3,0,2,0,0,18,4,3,2,0,0,0,0,0,0,0,0,15,11,7,15,2,7.234,8,0,8
Q7RTR2,425.016,913,720,1960,15,3,46,73,70,443.797,161,299.133,487.768,11,532,282,269,141,2,1701.744,1874.986,879.514,544.782,181,0,0,0,0,0,0,0,159,527.033,814,472,375.703,612,884.478,444,1035
Q7SXN5,117,150,100,291,5,0,1,4,0,0,1,2,0,5,34,6,16,1,0,621,535,177,167,32,0,0,0,0,0,0,0,47,0,1,0,5,11,11,5,6
Q7SZC2,29.599,17,41,81,0,0,0,0,0,1,1,0,0,0,11,2,1,2,0,162.196,124.263,57.244,8,8,0,0,0,0,0,0,0,18,0,0,0,0,8,4,1,1
Q7T0Q5,13,21,21,66,2,0,2,1,1,7,0,3,3,0,294,113,92,1,0,7,21,7,0,3,0,0,0,0,0,0,0,6,9,9,16,20,41,30,27,54
Q7T163,211.447,66,87,310,0,0,42,73,185,434,224,504,523,4,531.67,169,195,10,0,370.582,441.4,210.899,187.724,69.499,0,0,0,0,0,0,0,0,695,609,802,891,1261,1245,626,1124
Q7T2B9,150,119,87,173,4,0,0,0,29,203,73,202,229,3,712,358,298,1,0,657,372,156,216,29,0,0,0,0,0,0,0,37,0,1,2,1,0,0,0,0
Q7T330,17,0,0,4,0,0,2,7,0,8,2,1,1,0,4,0,0,0,0,45,86,41,18,11,0,0,0,0,0,0,0,0,0,2,0,55,93,109,80,124
Q7TML3,12,16,5,8,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,27,83,15,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Q7TNH6,66.54,144,83.483,322.999,3,0,12,6,13,34,10,58,28,2,45,26,16,16,0,205.837,338,137.002,73,43.96,0,0,0,0,0,0,0,32,0,1,2,109,213,188,134,198
Q7TT51,121,1,10,18,0,0,0,0,0,1,0,1,2,0,0,0,3,1,0,325,321,149,107,24,0,0,0,0,0,0,0,0,35,38,11,0,0,0,0,0
Q7TXL7,49,374,203,514,11,0,1,6,2,6,10,12,7,13,39,10,53,6,0,334,263,73,69,21,0,0,0,0,0,0,0,81,24,17,14,30,51,70,36,63
Q7TXM0,65,82,92,196,2,1,1,0,0,0,0,10,0,0,6,1,6,1,0,317,350,141,77,43,0,0,0,0,0,0,0,42,0,0,5,0,0,0,0,0
Q7UJ69,78,215,177,280,3,0,8,2,13,30,40,38,44,2,49,13,14,1,0,284,298,121,183,48,0,0,0,0,0,0,0,34,186,185,203,141,265,178,154,138
Q7VG06,67,39,17,70,1,0,1,0,1,1,0,6,3,1,20,10,9,2,0,419,347,157,213,21,0,0,0,0,0,0,0,11,7,4,1,9,5,9,4,8
Q7VG78,20,53,15,37,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,51,74,10,4,8,0,0,0,0,0,0,0,0,6.925,17.875,3.391,0,0,0,0,0
Q7WQA0,1,52,77,235.505,2,0,0,0,4,3,6,35,26,4,23,2,9,7,0,0,0,0,0,3,0,0,0,0,0,0,0,11,2,0,0,1,4,0,0,1
Q7X659,30,19,12,38,0,0,43,111,112,351,189,441,401,7,603,276,267,14,0,58,68.01,27.49,2,9,0,0,0,0,0,0,0,7,562,615,619,834,1396,1610,956,1283
Q7XIM0,4.148,5,8,21,0,0,5,8,4,75,29,58,79,7,14,24,10,0,0,20.657,57,23.78,6,11,0,0,0,0,0,0,0,6,245,256,161,52,153,159,55,213
Q7XJ02,300,510,353,1142,12,0,58,62,71,460,215,444,470,5,823.94,452,386,16,0,1389,1275,525,701,103,0,0,0,0,0,0,0,0,473,635,562,388,758,923,542,716
Q7XJ53,243.378,281,244,556,8,2,2,0,0,9,5,11,10,6,52,30,27,17,0,900.802,1000.679,364.032,416,142,0,0,0,0,0,0,0,44,45.631,44.506,36,25.611,27.166,58.892,15.96,36.552
Q7XJ96,139,165.808,163.215,304,7,0,4,8,0,6,2,10,5,3,12,10,5,31,0,509,661,230,129,102,0,0,0,0,0,0,0,18,9,5,14,53,36,51,15,51
Q7XJS0,19,93,42,121,2,0,2,3,3,6,10,7,18,0,22,19,4,0,0,26,44,15,11,11,0,0,0,0,0,0,0,0,25,12,37,46,54,45,17,34
Q7XPJ0,21,33,55,99,6,0,0,0,2,6,4,13,7,3,0,1,0,4,0,98,86,58,16,11,0,0,0,0,0,0,0,7,0,2,0,6,1,2,0,0
Q7XR06,16,58,33,144,4,0,0,2,0,0,0,1,0,0,2,2,0,0,0,79,100,44,7,8,0,0,0,0,0,0,0,11,1,2,3,1,0,2,0,2
Q7XSQ5,55,348,211.204,539,4,1,48,87,6,23,12,28,17,26,226,131,101,33,0,233.598,234.244,92,28,36,0,0,0,0,0,0,0,54,15,52,30,37,84,53,37,72
Q7XU84,16,82,52,104,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,55,76,23,12,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Q7XVN7,82,96,60,155.002,2,0,1,3,4,18,5,27,11,1,21,11,8,0,0,356,350,129.055,69,49,0,0,0,0,0,0,0,25,4,4,3,5,5,1,16,0
Q7XWP1,35,100,74,190,0,0,0,0,0,0,0,13,3,0,158,81,58,0,0,90,137,49,37,17,0,0,0,0,0,0,0,34,24,15,13,8,8,13,30,8
Q7XY82,874.446,697,370,937,15,3,129,186,249,479,418,521,522,38,291,216,126,83,0,4658.837,4285,1843.515,2845,553,0,0,1,0,0,0,0,105,936.001,1570,1256.999,1672,2988,2387,2827.918,1468
Q7Z3E1,87,129,88,248,7,0,1,1,4,15,12,22,15,8,44,31,13,0,0,204,218,123,49,52,0,0,0,0,0,0,0,13,31,46,37,1,16,5,11,5
Q7Z3F1,32,51,55,96,0,1,0,0,0,0,0,0,0,0,10,6,3,10,0,195,193.175,95,62,11,0,0,0,0,0,0,0,5,1,0,0,1,1,2,0,5
Q7Z494,36,157,115,343,3,0,19,20,6,49,31,45.671,46.381,5,128.081,56,36,13,0,186,304,128,43,42,0,0,0,0,0,0,0,44,127,138.283,96.077,95,227.04,182,75,259
Q7Z4L5,70,46,30,62,1,0,0,0,2,13,7,38,14,1,50,14,13,12,0,394,276,163,110,21,0,0,0,0,0,0,0,0,7,0,10,4,2,6,0,5
Q7Z4T9,54,0,0,6.18,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,216,369,121,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q7Z5S9,24,39.724,60.225,105.7,1,1,12.436,44.401,36.171,62.257,61.909,145.13,148.579,10.755,249.971,102.759,91.282,3,0,84,109,44,30,11,0,0,0,0,0,0,0,31,155.271,295.038,141.815,98.215,315.173,402.851,309.253,283.509
Q7ZUW2,86.517,363.107,261.289,563.565,15.528,1.197,1,2,0,0,1,8,0,8,1,0,0,2,0,495.869,435.576,253.835,151.212,8,0,0,0,0,0,0,0,96.399,8,6,16,13,34,9,2,10
Q7ZV84,16,61,55,167,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,60,68,55,14,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Q7ZV96,1343,630.979,417.43,1031.644,10.001,0,407.001,480,650,1716.999,1263.999,1537,1739.004,17,2288.997,1100,1087.999,33,0,2983,2359,1335,2176,370,0,0,0,0,0,0,0,163,3402,4346,2977.002,7492,11781,9517,15347.165,5391.001
Q7ZVE0,3,39,23,49,0,0,0,0,6,11,7,16,16,2,0,1,0,7,0,55,30,18,36,0,0,0,0,0,0,0,0,11,71,82,127,0,0,0,0,0
Q7ZVE6,8,43,36,56,6,0,0,0,0,0,3,0,0,0,5,1,0,0,0,31,55,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Q7ZVK3,66,280,203,485,16,0,0,0,2,6,4,16,11,4,8,22,0,4,0,134,190,88,21,33,0,0,0,0,0,0,0,60,1,0,1,2,0,0,1,1
Q7ZVR8,64,127,115,308,5,0,0,0,0,3,1,11,11,0,19,4,4,0,0,780,536,262,125,16,0,0,0,0,0,0,0,19,1,1,1,0,4,3,5,18
Q7ZVX6,57,103,46,96,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,220,209,83,111,43,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Q7ZVZ7,77,3,7,17,0,1,26,32,3,8,1,18,4,6,10,10,1,12,0,251.999,403.998,125,58.472,52,0,0,0,0,0,0,0,8,2,1,11,333,618,467,377,622
Q7ZW46,32.524,15,8,27,0,0,1,0,0,4,6,7,0,2,2,0,0,3,0,83.287,199.862,66.161,21.338,12,0,0,0,0,0,0,0,7,1,0,0,2,17,3,4,9
Q7ZW78,17,56,75,139,3,0,0,0,0,3,0,4,0,0,3,0,0,0,0,81,93,56,47,14,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,1
Q7ZWE9,0,30,14,38,0,1,4,1,0,0,6,3,0,4,50,57,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,29,45,11,9,7,0,12
Q7ZWU7,19,77,46,130,3,0,0,4,23,140,40,75,97,1,5,4,0,12,0,99,89,42,0,2,0,0,0,0,0,0,0,1,3,0,0,56,72,64,32,83
Q7ZXW9,269,136.308,115.545,450.605,2,0,6,14,2,10,5,23,7,1,13,8,4,17,0,1121,1053,403,807,57,0,0,0,0,0,0,0,24,25,64,28,24,36,22,26,60
Q7ZXX2,90,149,124,237,7,0,6,38,3,1,1,8,3,5,18,7,9,9,0,380,411,190,33,59,0,0,0,0,0,0,0,19,56,61,42,269,374,321,175,407
Q7ZYC4,67,78,63.004,167.121,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,284.239,203,110,44,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Q803I2,14,83,49,116,9,0,1,0,5,11,4,21,12,1,27,1,9,9,0,44,89,15,4,11,0,0,0,0,0,0,0,12,0,0,2,0,2,3,3,2
Q80SU7,1,87,107,295,2,0,1,14,1,66,6,31,17,3,45,1,12,5,0,26,14,4,2,2,0,0,0,0,0,0,0,7,1,6,2,40,138,107,104,182
Q80U58,712,98,92,326,1,0,0,0,0,9,13,1,17,3,6,5.916,9,110,0,4431,2384,985,2995,147,0,0,0,0,0,0,0,0,1,3,0,6,18,9,0,6
Q80U87,29,125,86,226,7,0,0,11,2,3,1,18,7,1,29,9,16,2,0,131,154,52,35,9,0,0,0,0,0,0,0,24,13,52,13,68,187,170,77,209
Q80UG8,13,84,66,249,1,0,3,5,3,1,3,6,4,6,41,28,7,14,0,96,83,43,24,4,0,0,0,0,0,0,0,12,4,4,1,31,61,22,49,41
Q80W93,167.858,655.17,595,1317.728,10,0,37,33,2.283,42.547,2,44.605,19.782,1,72.356,16.603,19.689,19.004,0,851.292,844.036,421.567,196.108,67,0,0,0,0,0,0,0,91,10.96,5.312,6.688,0,2,1.655,0,11.512
Q80W94,6,65,59,128,8,0,0,0,0,1,0,5,0,0,20,0,1,1,0,34,58,19,10,4,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Q80Y98,89,71,22,111,0,0,0,0,3,4.757,0,0,0,0,9,0,0,2,0,177,197.817,55,60,32,0,0,0,0,0,0,0,8,3,0,4,0,0,0,0,3
Q81AF4,2,29,25,70,2,0,0,7,13,19,30,34,40,1,273,177,90,0,0,5,15,1,0,6,0,0,0,0,0,0,0,0,76,92,90,93,154,95,65,113
Q81BF4,8,96.989,50,274,2,0,22,73,79,321,77,298,329,16,454,286,165,3,0,65,101,8,8,27,0,0,0,0,0,0,0,9,516,691,464,297,519,518,349,397
Q81DK5,45,186,163,386,4,0,40,71,28,129,99,124,188,7,132,59,67,23.382,0,258,319,152,68,33,0,0,0,0,0,0,0,24,295,345,232,574,991,825,528,798
Q820S0,505,495.778,389.03,868.726,13,0,16,65,1,1,2,22,1,27,2216,1045,842,47,0,3500,3098,1305,1692,235,0,0,0,0,0,3,0,70,2009,2859,2144,262,638.65,762,1068,609
Q822R1,91,81,50,129,0,0,0,1,1,1,1,9,2,0,4,0,6,10,0,183,172,97,81,42,0,0,0,0,0,0,0,18,1,0,0,2,1,3,0,1
Q82WZ5,6,130,91,228,6,0,2,0,3,20,3,3,5,6,49,9,10,4,0,18,20,9,20,9,0,0,0,0,0,0,0,23,10,8,6,1,2,3,2,10
Q839B2,0,15,5,21,0,0,0,0,0,5,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Q83A83,1,24,12,41,1,0,13,5,6,36,55,39,60,0,49,21,20,0,0,7,6,7,0,0,0,0,0,0,0,0,0,6,1,8,6,161,152,148,81,171
Q84K11,51,75,72,175,9,0,0,4,0,9,2,8,12,3,24,12,3,10,3,363,405.002,194.001,80,46,0,0,0,0,0,0,0,31,2,1,6,11,14,17,24,14
Q84K71,15,7,2,10,0,0,0,0,1,1,5,4,6,0,8,0,0,0,0,124,96,34,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q84KJ5,163,85,107.387,207,6,0,0,3,12,105,53.245,107,86,0,9,5,5,2,0,641,505,179,152,71,0,0,0,0,0,0,0,5,9,27,5,12,22,26,28,70
Q84L08,188,326,208,429,10,0,0,3,26,135,49,100,136.233,8,207,107,72,20.997,0,622,1000,336,197,114,0,0,0,0,0,0,0,26,16,45,44,1,2,1,2,3
