Entry,UVI_092_B,UVI_094_B,UVI_096_B,UVI_100_B,UVI_102_B,UVI_104_B,UVI_106_B,UVI_108_B,USVI_118_B,UVI_132_B,UVI_136_B,UVI_138_B
P07237,101,55,209,0,7,0,0,1,0,0,0,0
P07259,43,34,94,0,0,0,0,1,2,0,0,0
P07260,62,73,181,0,0,0,0,1,2,0,0,0
P07267,86,53,160,0,0,0,0,0,1,0,0,0
P07334,20,13,56,0,0,0,0,0,0,0,0,0
P07335,52,50,134,0,0,0,0,0,2,0,0,0
P07342,30,29,89,0,0,0,0,2,0,0,0,0
P07346,17,25,60,0,0,0,0,0,0,0,0,0
P07347,0,0,0,0,0,0,0,0,1,0,0,0
P07463,71,81,180,0,0,0,0,4,1,0,0,0
P07497,44,19,65,0,0,0,0,0,0,0,0,0
P07661,81,60,123,0,0,0,0,0,0,0,0,0
P07683,111,64,148,0,0,0,1,0,0,0,0,0
P07735,39,32,79,0,2,0,0,0,0,0,0,0
P07756,0,0,0,0,0,0,0,0,0,0,0,0
P07814,2,3,1,0,0,0,0,0,0,0,0,0
P07850,11,8,41,0,1,0,1,3,1,0,0,0
P07857,10,13,26,0,7,0,0,2,0,0,0,0
P07858,0,0,0,0,0,0,0,7.15,0,0,0,0
P07871,96,49,124,1,0,0,0,5,1,0,0,0
P07882,123,68,218,0,0,0,3,3,0,0,0,0
P07896,25,17,0,0,0,0,0,3,0,0,0,0
P07928,0,0,0,0,0,0,0,0,0,0,0,0
P07983,57.913,28.953,181.854,0,0,0,0,2.997,0,0,0,0
P08053,73,54,82,1,1,0,1,3,2,0,0,0
P08096,80,39,136,0,0,0,0,1,1,0,0,0
P08104,100,77,159,0,0,0,0,2,2,0,0,0
P08166,29,16,45,0,0,0,0,0,0,0,0,0
P08183,117,109,244.327,0,0,0,0,9,2,0,0,0
P08201,45.695,40.921,143.745,0,0,0,4,2,0,0,0,0
P08212,2781,1801.026,3293.902,29,133,72,72,203,37,5,2,3
P08414,0,0,7,0,0,0,0,0,0,0,0,0
P08442,1,1,0,0,0,0,0,0,0,0,0,0
P08524,23,11,83,0,0,0,2,0,0,0,0,0
P08548,1694.61,1281.612,2703.457,1,15,3,0,46,4,2,0,0
P08579,105,69,133,0,3,0,0,0,0,2,0,0
P08594,10,9,43,0,0,0,0,0,0,0,0,0
P08603,7,8.647,44,0,0,0,0,9,0,0,0,0
P08635,17,22,57,0,0,0,0,0,0,0,0,0
P08734,12,18,38,0,0,0,0,0,0,0,0,0
P08799,0,0,1,0,0,0,0,0,0,0,0,0
P08965,193.879,149.28,265.315,0,0,0,0,4.276,4,0,0,0
P08976,153.245,145.569,406.433,0,23,2,1,25,1,5,0,6
P08994,21,16,97,0,0,0,0,1,0,0,0,0
P08995,34,49,98,0,0,0,0,0,0,0,0,0
P08F94,0,1,4,0,0,0,0,0,0,0,0,0
P09095,0,0,2,0,0,0,0,0,0,0,0,0
P09189,20,16,26,0,0,0,0,0,0,0,0,0
P09195,127,108,315,0,0,0,0,13,1,0,0,0
P09204,415.1,354.565,1240.088,23,52.649,25.957,35.978,49.486,13,7,2,9
P09205,387.897,443.434,1083.181,32,105,79,144,152,4,23,10,7
P09243,44.748,28.894,84.216,0,2,0,0,0,0,0,0,0
P09398,23,6,39,0,0,0,0,1,0,0,0,0
P09437,450.513,329.265,1357.348,0,15,7,9,16.578,10.005,5,2,0
P09622,39,42,172,0,0,0,0,2,0,0,0,0
P09760,25,12,37,0,0,0,0,0,0,0,0,0
P09874,203,170,390,0,0,0,0,3,2,0,0,0
P09884,0,0,1,0,0,0,0,0,0,0,0,0
P09889,295.305,208.153,529.523,0,3,0,2,8,1,0,0,0
P09954,8,3,11,0,0,2,0,2,0,0,0,4
P0A0E4,72,60,179.03,0,0,0,1,3,2,0,0,0
P0A0J6,78.025,55,151,0,0,0,0,3,1,0,0,0
P0A355,109,66,186,0,0,1,0,1,0,0,0,0
P0A357,12,18,57,1,0,0,0,0,2,0,0,0
P0A3B4,51.428,100,271.393,0,0,0,0,7.748,2,0,0,0
P0A3Y9,117,84,97,0,2,0,0,0,0,0,0,0
P0A573,435,347,710,0,0,0,3,16,2,0,0,0
P0A5D4,38,29,67,0,0,0,0,0,0,0,0,0
P0A5F6,79,67,123,0,0,0,0,6,0,0,0,0
P0A8Y7,7,2,12,0,0,0,0,0,0,0,0,0
P0A962,0,0,15,0,0,0,0,0,0,0,0,0
P0A981,41,27,73,0,0,0,0,3,0,0,0,0
P0A9H7,85,44,135,0,0,0,0,3,1,1,0,0
P0A9J5,20,6,34,0,0,0,0,0,0,0,0,0
P0A9L5,0,2,13,0,0,0,0,0,0,0,0,0
P0A9T5,60,62,120,0,0,0,0,6,1,0,0,0
P0A9W5,76,61,63,0,0,0,0,3,0,0,0,0
P0AAD5,23,22,46,0,0,0,0,0,0,0,0,0
P0AAR9,0,0,0,0,0,0,0,0,0,0,0,0
P0AAW0,15,0,10,0,0,0,0,0,1,0,0,0
P0AB70,41,48,122,0,0,0,1,5,1,0,0,0
P0AB73,20,14,29,0,0,0,1,1,1,0,0,0
P0AB91,22,20,52,0,0,0,0,0,0,0,0,0
P0AC33,54,29,99,0,1,0,0,0,0,0,0,0
P0AC59,181,101,264,0,0,0,0,12,3,0,0,1
P0AC91,72.523,31.281,113.524,1,1,0,1,0,0,0,0,0
P0ACA9,12,13,37,0,0,0,0,1,0,0,0,0
P0AE94,6,8,27,0,0,0,0,0,0,0,0,0
P0AEB5,79,57,198,0,0,0,1,9,0,0,0,0
P0AEP1,95,90,258,0,2,0,0,2,0,0,0,0
P0AEQ1,185,129,218,0,4,0,4,3,5,1,0,0
P0AER0,13,11,46,0,0,0,0,0,2,0,0,0
P0AFG8,8.674,0,0,0,0,0,0,0,0,0,0,0
P0AFR6,37,29,55,0,0,1,0,0,1,0,0,0
P0AFS6,166.61,148.888,298.819,0,0,2,0,4,0,0,0,0
P0AG15,46,37,74,0,2,0,0,0,0,0,0,0
P0AGJ4,2,1,0,0,0,0,0,0,0,0,0,0
P0AGM0,21,23,47,0,1,0,0,2,0,0,0,0
P0C030,31,23,63,0,0,0,1,1,2,0,0,0
P0C043,32,19,57,0,0,0,0,0,0,0,0,0
P0C064,2933,2282.587,5342,3,26,4,11,96,20,13,19,13
P0C091,1,0,1,0,0,0,0,0,0,0,0,0
P0C0L7,9,3,0,0,0,0,0,0,3,0,0,0
P0C1B3,92.242,83.916,210.911,0,7,0,0,3,1,0,0,0
P0C1H7,0,0,3,0,0,0,0,0,0,0,0,0
P0C1I5,73,40,76,1,0,0,0,2,0,0,0,0
P0C1I7,97,64,155,0,4,0,0,3,0,0,0,0
P0C1I8,48,24,41,0,0,0,0,1,0,1,0,0
P0C1J0,6,4,4,0,0,0,0,0,0,0,0,0
P0C1J3,167,85,176,0,11,0,1,2,0,0,0,0
P0C1S9,16,16,44,0,0,0,0,1,0,0,0,0
P0C224,4,0,1,0,0,0,0,0,1,0,2,0
P0C2H6,346,187,411,0,0,0,0,9,4,1,0,0
P0C588,0,1,2,0,0,0,0,0,0,0,0,0
P0C5J9,39,23,72,0,0,0,0,0,0,0,0,0
P0C605,259.909,259.487,674.656,0,1,0,0,13,2,0,0,0
P0C6B8,826.587,555.15,1401.612,0,9,1,3,33,5,0,0,0
P0C6E7,27,9,27,0,0,0,0,1,0,0,1,0
P0C6F1,2,0,4,0,0,0,0,0,0,0,0,0
P0C7N9,7,5,10,0,0,0,0,1,0,0,0,0
P0C7Q1,48,47,72,0,0,0,0,2,0,0,0,0
P0C7R3,20,13,24,0,0,0,0,0,0,0,0,0
P0C870,17,10,41,0,4,0,0,0,0,0,0,0
P0C872,83,104,176,1,0,0,0,13,1,0,0,0
P0C881,0,0,0,0,0,0,0,0,0,0,0,0
P0C8K8,19,12,43,0,0,0,2,1,0,0,0,0
P0C8M8,134,80,291,3,0,0,0,5,3,0,0,0
P0C927,35,10,39,0,0,0,0,3,1,0,0,0
P0C956,215.251,191.216,414.379,0,4,1.125,0,3,3,0,1,0
P0C9A6,91,83,173,0,5,0,0,3,0,0,0,0
P0CAZ0,31,29,72,0,0,1,0,2,0,0,0,0
P0CB32,76,58,119,0,0,0,0,2,1,0,0,0
P0CE10,15,27,72,0,1,0,0,0,0,0,0,0
P0CG70,0,0,0,0,0,0,0,0,0,0,0,0
P0CG76,20.663,37.889,48.098,1,0,0,0,1,0,0,0,0
P0CG83,32,35,39,0,0,0,0,1,0,0,0,0
P0CH30,168.398,88,233,0,0,0,0,0,0,0,0,0
P0CH37,1.392,2.555,17.114,2,0,0,0,0,0,0,0,0
P0CI65,271,168,574,1,5,0,2,9,0,0,0,0
P0CK96,41,32,63,0,0,0,0,1,1,0,0,0
P0CL18,51,58,114,0,3,0,0,2,0,0,0,0
P0CL94,0,2,0,0,0,0,0,0,0,0,0,0
P0CM26,21,20,31,0,0,0,4,0,0,0,0,0
P0CM30,9,6,34,0,0,0,0,0,2,0,0,0
P0CM96,216.01,173.714,399.691,0,0,0,1,6,0,0,2,0
P0CM97,0,0,0,0,0,0,0,0,0,0,0,0
P0CN04,32,39,109,0,0,0,0,0,0,0,0,0
P0CN26,19,10,63,0,1,0,0,1,0,0,0,0
P0CN90,13,3,82,0,0,0,0,0,0,1,0,0
P0CO29,11,3,8,0,0,0,0,2,0,0,0,0
P0CP40,226,149.24,404.315,0,0,0,2,15,2,0,0,0
P0CP46,16,24,63,0,0,0,0,1,0,1,0,0
P0CP68,40,19,52,0,0,0,0,0,0,0,0,0
P0CQ26,40,20,38,0,0,0,0,3,0,0,0,0
P0CQ37,0,3.749,0,0,0,0,0,0,0,0,0,0
P0CQ76,25,30,66,0,0,0,0,3,0,0,0,0
P0CQ96,61,33,99,0,0,0,0,2,0,0,0,0
P0CR38,211,158,358,0,4,0,2,9,0,5,0,0
P0CR66,7,4,24,1,3,0,2,5,0,0,0,0
P0CR98,15,5,19,0,0,1,0,0,0,0,0,0
P0CS14,71,66,148,0,1,0,0,2,0,0,0,0
P0CS28,12,15,90.256,0,0,0,0,4,2,0,0,0
P0CS32,68,44,108,0,2,1,3,1,0,0,0,0
P0CS66,42,28,38,0,0,0,0,0,0,0,0,0
P0CT24,5,1,4,0,0,0,0,1,0,0,0,0
P0CT29,4,6,8,0,0,0,0,0,0,0,0,0
P0CT30,60,71,139,0,0,0,0,0,0,0,0,0
P0CT61,545,279,563.751,0,2,6,5,10,6,1,0,1
P0CT67,129.998,61,119,9,38,13,35,29,1,51,10,14
P0CT78,337,203,511,0,3,0,0,8,0,0,0,0
P0CT80,650,416,831,59,218,129,154,173,3,281,151,94
P0CT84,358.44,163.998,331.264,12,22,17,10,28,0,29,21,18
P0CU30,70,67,189,0,2,0,0,3,2,0,0,0
P0CU68,109,91,207,0,0,0,0,5,0,0,0,0
P0CY21,0,3,0,0,0,0,0,0,0,0,0,0
P0DD25,407.893,284.946,757.578,0,3.29,1,1,11.557,1,0,0,0
P0DH96,43,37,146,0,0,0,1,0,0,0,0,0
P0DJ14,484.001,317,714.002,2,9,4,0,18,3,10,1,1
P0DJ15,0,0,0,0,0,0,0,0,0,0,3,0
P0DJ17,0,0,0,0,0,0,0,0,0,0,0,0
P0DJ19,208,99,285,0,1,0,0,7,1,0,4,0
P0DJ22,0,0,0,0,0,0,0,3,0,0,0,0
P0DJ25,43,35,58,1,3,1,8,5,0,6,1,2
P0DJ54,0,0,0,0,0,0,0,0,0,0,2,0
P0DJ56,148,98,193,0,0,0,0,0,1,0,0,0
P0DJ57,0,0,0,0,0,0,0,0,0,0,0,0
P0DJ58,0,0,0,0,0,0,0,2,1,0,1,0
P0DJ59,0,0,0,0,0,0,0,1,1,0,1,0
P0DJ60,190.014,147.213,343.688,10.997,27.38,33.721,28.677,40.165,1,0,3,0
P0DJJ2,120,50,140,0,0,0,0,3,0,0,2,0
P0DKC4,184,118,170,0,0,0,3,3,2,1,0,0
P0DKH2,32,49,92,0,0,0,0,0,3,0,0,0
P0DKH3,322.141,252.001,499.001,0,2,0,0,7,4,7,1,2
P0DL09,26,30,73,0,4,0,0,4,1,0,0,0
P0DMA5,47,33,138.995,0,0,0,0,0,0,0,0,0
P0DMQ6,52,47,105,0,0,0,0,4,2,0,0,0
P0DMT5,158,70,180,0,0,0,0,2,2,1,0,0
P0DN22,40,22,52,0,0,0,0,3,1,0,0,0
P0DN30,0,0,0,0,0,0,0,0,0,0,0,0
P0DO23,0,0,1,0,0,0,0,0,0,0,0,0
P0DOW2,63,44,93,0,3,0,0,0,3,0,0,0
P0DPA0,229,112,288.296,0,2,0,1,5,0,0,0,0
P0DPA1,2,6,26,0,2,0,0,0,0,0,0,0
P0DPD7,91,54,188,0,0,1,5,1,0,0,0,0
P0DPE0,23,11,44,0,0,0,0,0,0,0,0,0
P0DPE1,6,3,11,0,0,0,0,0,0,0,0,0
P0DSP1,45,31,66,0,0,0,0,2,1,0,0,0
P0DUK3,69,93,171,0,0,0,0,0,0,0,0,0
P0DW92,120.039,67.933,193.282,0,0,0,1,1,0,1,0,0
P10090,44,43,126,0,0,0,0,1,0,0,0,0
P10246,138,74,233,0,4,0,0,4,0,2,0,0
P10351,69,75,168,0,0,0,0,5,0,0,0,0
P10475,64,81,244,0,0,0,0,6,0,0,0,0
P10477,43,62,142,0,0,0,0,2,1,0,0,0
P10733,60,29,68,0,0,1,0,1,0,0,0,0
P10768,21,28,119,0,0,0,0,3,0,0,0,0
P10770,3690.982,2588,5535,807,1943,1637,2114,2533,45,4292,2614,2079
P10775,165.01,136.006,390.949,0,0,0,0,7,1,1,0,0
P10876,12,8,30,1,0,1.379,10.125,3.446,3,8.334,9.423,8.956
P10878,0,0,0,0,0,0,0,0,11,0,3,0
P10993,46,48,121,0,0,0,0,4,0,0,0,0
P10994,0,1,0,0,0,0,0,0,0,0,0,0
P10995,156,74,213,0,0,0,0,10,0,0,0,0
P11024,1,6,9,0,0,0,0,0,0,0,0,0
P11029,215.138,158.222,375.928,0,3,0,3,11.067,2,0,0,0
P11076,28,21,75,0,2,0,0,0,0,0,0,0
P11103,139,107,246,0,1,0,0,1,0,1,0,0
P11118,37,49,46,0,0,0,0,0,0,0,0,0
P11139,409.944,260.599,736.518,0,2,0,1,17.949,1,1,0,0
P11144,6051.736,4146.386,10865.688,2,44.999,9,18.026,187.091,16.016,9,3,2
P11179,283.003,214,418,0,0,0,0,12,5,0,0,0
P11181,132,87,314,0,3,0,0,2,0,1,0,0
P11183,4,7,6,0,0,0,0,0,0,0,0,0
P11348,22,9,15,0,0,0,0,0,0,0,0,0
P11369,28,31,31,0,0,0,0,3,0,0,0,0
P11408,3,1,0,0,0,0,0,0,0,0,0,0
P11442,9.863,0,27.104,0,0,1,0,0,0,0,0,0
P11467,41,13,67,0,1,0,0,2,0,0,0,0
P11497,48,41,101,0,0,0,1,5,1,0,0,0
P11503,0,0,0,0,0,0,0,0,0,0,0,0
P11620,10.719,1,11.786,0,0,0,0,0,0,0,0,0
P11857,8,8,23,0,0,0,0,0,0,0,0,0
P11883,69,64,202.336,0,1,0,0,1,0,0,0,0
P12007,6,14,46,0,0,0,0,1,0,0,0,0
P12078,14,15,29,0,0,0,0,0,0,0,0,0
P12311,23,10,22,0,0,0,0,0,0,0,0,0
P12336,3,1,5,0,0,0,0,0,0,0,0,0
P12352,20.52,9.324,21.062,2,0,0,0,3,0,0,0,0
P12368,64,83,160,0,0,0,2,4,2,0,0,0
P12530,160,102,257,0,0,0,0,5,0,0,0,0
P12545,0,0,0,0,0,0,0,0,0,0,0,0
P12646,4.115,2.196,0,0,0,0,0,0,0,0,0,0
P12680,23,18,52,0,0,0,0,0,0,0,0,0
P12711,1.636,0,0,0,0,0,0,0,0,0,0,0
P12759,39,47,104,0,0,0,0,3,0,0,0,0
P12794,637.767,491.999,1113,1,4,1,5,17,0,2,0,0
P12833,2,0,5,0,0,0,0,0,0,0,0,0
P12849,75,68,137,0,0,0,1,4,4,0,0,0
P12864,58,43,131,0,0,0,0,6,0,0,0,0
P13009,0,0,0,0,0,0,0,0,0,0,0,0
P13023,0,0,0,0,0,0,0,0,0,0,0,0
P13234,0,8,5,0,0,0,0,1,0,0,0,0
P13249,47,35,54,1,1,0,0,0,0,0,0,0
P13466,13,5,64,0,0,0,0,0,2,0,0,0
P13489,32,44,144,1,2,0,1,2,2,0,0,0
P13586,0,3,2,0,0,0,0,0,0,0,0,0
P13607,0,0,0,0,0,0,0,0,0,0,0,0
P13667,90,69,120.214,0,0,0,0,4,0,0,0,0
P13681,18,12,12,0,0,0,0,0,0,0,0,0
P13686,86,63,154,0,0,0,0,0,0,0,0,0
P13723,0,2,2,0,0,0,0,0,0,0,0,0
P13803,98,75,156,0,1,0,0,4,1,0,0,0
P13869,41,33,117,0,0,0,0,0,1,0,0,0
P13952,33,29,112,0,0,0,0,0,0,0,0,0
P14002,583,431,1007,1,11,0,2,10,1,1,0,0
P14065,58,34,71,0,0,0,0,3,1,0,0,0
P14070,756,434,986,2,11,1,7,24,2,1,1,0
P14080,0,0,0,0,0,0,0,0,1,0,0,0
P14100,25,24,73,0,0,0,0,0,0,0,0,0
P14198,0,0,0,0,0,0,0,0,2,0,0,0
P14223,0,0,0,0,0,0,0,0,0,0,0,0
P14248,135.99,109,263.995,0,5,1,0,8,2,0,0,0
P14285,30,55,88,0,1,1,0,0,0,0,0,0
P14315,16,11,28,0,0,0,0,0,0,0,0,0
P14318,42,52,57,0,0,0,1,8,0,0,0,0
P14360,0,0,9,0,0,0,0,0,0,0,0,0
P14407,0,0,0,0,0,0,0,0,0,0,0,0
P14540,16.097,21,53.482,0,0,0,0,2,0,0,0,0
P14604,47,28,68,0,0,0,0,2,0,0,0,0
P14642,614.051,492.202,1069.016,1,240.795,41.981,159.254,170.395,9.967,30.09,4.528,9.088
P14644,28,37,121,0,0,0,0,0,2,0,0,0
P14658,0,0,0,0,0,0,0,0,0,0,0,0
P14686,313,301.194,681.422,0,0,3,0,6,0,0,0,0
P14735,201.58,128,396.799,1,2,0,1,12,2,3,1,0
P14749,254,166.003,422,0,14,0,2,8,0,0,0,0
P14766,152.651,63.755,144,0,0,0,0,3,1.077,0,0,0
P14779,97.095,142.437,354.035,0,0,0,0,10.002,4.54,0,0,0
P14799,3.983,0,7,0,0,0,0,0,2,0,1,0
P14802,9,0,4,0,0,0,0,0,0,0,0,0
P14824,87,105,224,1,0,1,0,4,1,0,0,0
P14832,182.914,106,249,0,1,0,2,1,2,0,0,0
P14851,0,0,0,0,0,0,0,0,0,0,0,0
P14853,9787.997,8727.997,6402,3308,7290,3772,7420,7398,143,297,278,98
P14909,20,18,49,0,0,0,0,0,0,0,0,0
P15043,93,66,168,0,0,0,0,0,1,0,0,0
P15086,0,0,0,0,0,0,0,0,0,0,0,0
P15094,20,16,44,0,0,0,0,0,1,0,0,0
P15345,29,27,36,0,0,0,0,3,0,0,0,0
P15348,73,36,80,0,0,0,0,1,0,1,0,0
P15381,69,81,141,0,0,0,0,2,0,0,0,0
P15395,68,91,147,0,0,0,0,0,1,0,0,0
P15398,81,53,137.652,0,0,0,0,1,0,0,0,0
P15436,0,0,0,0,0,0,0,0,0,0,0,0
P15442,17,8,14,0,0,0,0,2,1,0,0,0
P15512,13,7,27,0,0,0,0,0,0,0,0,0
P15533,31,33,78,0,0,0,0,0,1,0,0,0
P15555,301,241,557,1,5,1,0,10,3,1,0,0
P15558,6,0,7,0,0,0,0,1,0,0,0,0
P15567,115,79.251,205,0,5,0,0,4,0,0,0,0
P15602,0,0,0,0,0,0,0,0,0,0,1,0
P15623,55,36,113.224,0,4,0,0,1,1,0,0,0
P15731,203.283,137,480.321,0,0,0,0,6,3,0,0,0
P15828,0,0,20.613,0,4.561,0,0,0,0,0,0,0
P15847,29,9,12,0,0,0,0,3,0,0,0,0
P15916,21,15,49,0,0,0,0,0,0,0,0,0
P16006,10,9,17,0,0,0,0,0,0,0,0,0
P16068,55,27,122,0,2,1,0,3,0,0,0,0
P16100,247.02,204.573,511.376,0,2,0,6,10.23,3,0,0,0
P16120,61,28,137,0,0,0,0,0,1,0,0,0
P16149,89.384,63.117,167.19,0,0,0,0,0,0,0,0,0
P16157,1040.98,809.003,2320,1,6,3,12,46,7,2,0,0
P16171,0,1,0,0,0,0,0,0,0,0,0,0
P16228,106,84,231,0,5,1,0,16,2,1,0,0
P16259,52,33,118,0,0,0,0,4,0,0,0,0
P16260,0,0,12,0,0,0,0,1,0,0,0,0
P16273,124,68,228,0,0,0,0,0,0,0,0,0
P16340,93,54,123,1,0,0,0,2,0,0,0,0
P16389,45,63,99,0,1,0,0,0,0,0,0,0
P16543,27,32,21,0,0,0,0,0,0,0,0,0
P16603,8,0,0,0,0,0,0,0,0,0,0,0
P16638,467,344,1026,0,3,6,0,14,22,3,0,0
P16876,0,0,6.764,0,0,0,0,0,0,0,0,0
P16905,27,21,42,0,0,0,0,2,1,0,0,0
P16924,136,77,174,0,0,0,0,2,1,0,0,0
P17019,46,33,94,0,0,0,0,0,0,0,0,0
P17183,193,134,460,0,3,0,0,13,0,0,0,0
P17210,72.549,43.905,255.439,0,0,0,0,11,0,0,0,0
P17213,24,43,55,0,0,0,0,1,0,0,0,0
P17326,3.096,0,0,0,0,0,0,0,0,0,0,0
P17439,9,3,1,0,0,0,0,0,0,0,0,0
P17608,93.028,33,98,0,0,0,0,3,1,0,0,0
P17612,18,31,57,0,2,0,0,0,0,0,0,0
P17624,42,8,36,2,0,0,0,0,0,0,0,0
P17741,56,79,241.731,0,0,1,0,1,0,1,0,0
P17859,28,58,137,0,0,0,0,3,1,0,0,0
P17971,156,133,382,0,5,0,0,4,3,0,0,0
P18101,3.017,1,15,0,0,0,0,0,0,0,0,0
P18142,11,9,34,0,0,0,0,0,0,0,0,0
P18160,110,107,190,0,2,0,0,5,1,1,0,0
P18172,0,2,1,0,0,0,0,0,0,0,0,0
P18266,8,19,24,0,0,0,0,0,0,0,0,0
P18294,69,70,102,1,0,0,0,4,2,0,0,0
P18405,15,22,41,0,0,0,0,0,0,0,0,0
P18493,3,25,45.827,5,0,1,0,1,2,0,0,0
P18621,0,0,0,0,0,0,0,0,0,0,0,0
P18773,161,122,331,0,0,0,0,5,0,1,0,0
P18858,22,16,13,0,0,0,0,0,0,0,0,0
P18910,10,15,40,0,0,1,0,0,2,0,0,0
P19123,19,11,21,0,0,0,0,0,0,0,0,0
P19269,46,35,176,0,0,0,0,0,0,0,0,0
P19436,0,0,0,0,0,0,0,0,0,0,0,0
P19468,9,9,38,0,0,0,0,2,0,0,0,0
P19485,313.244,235.439,721.104,1,0,0,2,17,3.002,1,0,0
P19493,10,3,43,0,0,0,0,2,0,0,0,0
P19515,98,56,186,0,0,0,0,1,1,0,0,0
P19848,212.882,138.778,232.486,0,2,0,2,7.003,3,0,1,0
P20060,0,0,4,0,0,0,0,0,0,0,0,0
P20290,217.7,186.045,352.152,0,3,0,0,3.75,0,0,0,0
P20348,2,4,5,0,0,0,0,0,0,0,0,0
P20397,23,21,51,0,0,0,0,2,0,0,0,0
P20449,37,46,95,0,0,0,0,0,0,0,0,0
P20593,0,0,0,0,0,0,0,0,0,0,0,0
P20595,132,44,161,0,0,0,0,7,3,0,0,0
P20650,22,36,76,1,0,0,0,2,0,0,0,0
P20753,115,46,125,0,4,0,0,2,0,0,0,0
P20790,14,5,28,0,0,0,0,0,0,0,0,0
P20807,36,19,61,0,0,0,0,1,0,0,0,0
P20865,66.623,42.838,73.12,1,0,0,1,1,0,0,0,0
P20901,7,10,40,0,0,0,1,0,0,0,0,0
P20904,3,4,5,0,0,0,0,0,0,0,0,0
P21163,44,27,113,0,0,0,0,5,0,0,0,0
P21187,175.546,158.839,391.714,0,2,0,0,2,2,0,0,0
P21334,0,0,0,0,0,0,0,0,0,0,0,0
P21342,48,39,72,0,0,0,6,1,0,0,0,0
P21439,8,6,17,0,0,0,0,0,0,0,0,0
P21441,5,3,8,0,0,0,0,0,0,0,0,0
P21447,41.972,62,199.483,0,0,0,0,0,0,0,0,0
P21448,322,218,588.236,0,0,1,1,12,1,0,0,0
P21522,0,0,0,0,0,0,0,0,0,0,0,0
P21524,5,6.971,13.087,0,0,0,0,0,0,0,0,0
P21567,105,89,252,0,0,1,0,5,1,0,0,0
P21616,0,0,0,0,0,0,0,0,0,0,0,0
P21696,0,0,0,0,0,0,0,0,0,2.515,0,0
P21727,33.011,23.562,83.87,0,0,0,0,0,0,0,0,0
P21775,98.001,69.191,223.154,0,0,4,0,4,0,0,0,0
P21820,0,1.645,12.093,0,0,0,0,0,0,0,0,0
P21827,158,133,219,0,0,0,0,4,0,0,0,0
P21872,38.359,23,96,0,0,0,0,1,1,0,0,0
P21878,359,255,502,0,3,3,0,18,7,0,2,0
P21894,3.902,5,9,0,1,0,0,0,0,0,0,0
P21913,16,18.455,75.261,1,1,0,0,1,0,0,0,0
P21964,85,48,152,0,0,0,0,1,0,0,0,0
P22002,260,184,569,0,4,0,1,9,3,0,0,0
P22045,0,0,0,0,0,0,0,0,0,0,0,0
P22061,5,4,7,0,0,0,0,0,0,0,0,0
P22082,1,7,18,0,0,0,0,0,0,0,0,0
P22102,0,0,0,0,0,0,0,0,0,0,0,0
P22105,148,114,334.591,0,0,0,1,5,1,0,0,0
P22125,83.281,53,130.214,0,4,0,0,0,0,0,0,0
P22131,0,0,0,0,0,0,0,0,0,0,0,0
P22202,12.575,17.005,45.021,0,0,0,0,0,0,0,0,0
P22232,55,23,100,0,0,0,1,5,0,0,0,0
P22274,270.541,133.372,386.625,1.001,5.77,3,1,4,4.325,0,0,0
P22303,50,35,108,0,0,0,1,0,0,0,0,0
P22462,3,11,42,0,0,0,0,2,0,0,0,0
P22513,2196.999,1750.289,4332,0,21,5,37,114,28,23,8,1
P22543,22,23,64,0,0,0,0,5,0,0,0,0
P22589,197,138,305,0,0,0,0,2,1,0,0,0
P22630,62,54,109,0,0,0,0,0,0,0,0,0
P22638,40,22,30,0,1,0,0,0,0,0,0,0
P22696,372,271.161,680,1,0,1,5,11,4,1,5,0
P22734,23,9,38,0,0,0,0,0,0,0,0,0
P22738,0,14.436,34.914,0,0,0,0,0,0,0,1,0
P22792,0,0,1,0,0,0,0,0,0,0,0,0
P22897,22,13,26,0,0,0,0,0,0,0,0,0
P22935,11,18,19,0,0,0,0,0,0,0,0,0
P22944,884.937,683.542,1028.233,1,3,0,0,46,21,3,3,0
P22998,35,34,67,0,0,0,1,0,0,0,0,0
P23004,31,29,77,0,3,0,0,1,0,0,0,0
P23034,34,21,69,0,0,0,0,0,1,0,0,0
P23111,15,16,34,0,0,0,0,0,0,0,0,0
P23231,26,26,69,0,0,0,0,1,0,0,0,0
P23254,74,73,173,0,0,0,0,3,0,0,0,0
P23286,26,5,126,0,0,0,0,2.778,0,0,0,0
P23344,0,2,0,0,3,0,0,1,0,2,0,0
P23358,0,1,0,0,0,0,0,0,0,0,0,0
P23403,630,338,666,48,102,4,83,112,5,3,1,0
P23437,2,4,0,0,0,0,0,0,0,0,0,0
P23538,0,0,0,0,0,0,0,0,0,0,0,0
P23545,3,0,0,0,0,0,0,0,0,0,0,0
P23548,30,11,31,0,0,0,0,0,1,0,0,0
P23566,77.673,55.415,91.642,0,0,0,0,0,0,0,0,0
P23654,17,9,50,0,0,0,0,0,0,0,0,0
P23678,3,3,5,0,0,0,0,0,0,0,0,0
P23737,0,0,0,0,0,0,0,0,0,0,0,0
P23796,0,0,0,0,0,0,0,0,0,0,0,0
P23869,84,54,90,0,0,0,0,3,0,0,0,0
P23902,44,35,106,0,0,0,0,0,1,1,0,0
P23903,98,65,123,0,0,0,3,0,0,0,0,0
P23921,0,0,0,0,0,0,0,0,0,0,0,0
P23950,53.755,47.729,105.161,0,0,0,0,0,1,0,0,0
P23965,17,19,35,0,0,0,0,2,0,0,0,0
