Entry,UVI_092_C,UVI_094_C,UVI_096_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C
Q58237,0,0,0,0,0,0,0,0,0,0,0,0
Q58292,0,0,0,0,0,1,0,1,0,3,4,5
Q582G4,0,0,0,0,4,3,7,0,0,5,4,4
Q58374,0,1,1,1,1,2,0,3,0,3,0,0
Q58407,1,3,0,12,92,22,43,44,0,7,3,3
Q58414,0,0,0,0,0,0,0,0,0,0,0,0
Q58424,2,0,0,0,2,0,6,0,0,23,12,13
Q58458,0,0,0,0,0,0,0,0,0,0,0,0
Q58516,0,0,0,1,0,6.652,11,0,0,24,9,0
Q58536,29,50,2,40,179,69,209,248,1,145,60,66
Q58588,0,0,0,0,0,0,3,0,0,0,0,0
Q58623,1,10,1,0,1,0,6,1,3,18,6,9
Q58652,0,0,0,0,0,0,4,0,0,0,0,0
Q58803,3,0,0,0,3,0,1,0,4,28,1,1
Q58820,0,0,0,0,0,1,0,2,0,1,0,0
Q58871,0,0,0,0,3,0,1,0,0,0,0,0
Q588V7,0,1,0,22,99,33,79,80,1,10,2,3
Q58A42,111.999,228,3,4,45,11,48,28.001,27,908.036,471,227.001
Q58CP2,0,0,0,0,9,3,11,5,0,0,1,0
Q58CU3,0,0,0,5,0,2,1,2,1,1,0,0
Q58CV6,0,0,0,0,0,0,0,0,0,0,1,1
Q58D20,15,43,1,44,73,57,67,61,1,34,18,5
Q58D72,40,75,1,0,0,0,0,1,7,17,10,8
Q58DA6,14,19,0,22,55,55,67,63,3,53,39,18
Q58DC5,0,0,0,0,0,0,2,0,0,0,0,0
Q58DD9,1,7,0,0,0,0,0,0,0,8,2,6
Q58DP0,2,10,0,0,1,0,0,0,0,33,18,12
Q58DR2,0,0,0,1,4,0,2,1,2,29,40,36
Q58DS6,0,0,0,0,0,0,4,0,0,0,0,0
Q58DS9,0,0,0,0,0,0,2,0,0,0,0,0
Q58DV0,0,0,0,0,0,0,0,0,0,0,0,0
Q58EM4,5,1,0,0,6,8,10,13,0,0,0,0
Q58PK7,0,0,0,0,0,0,0,0,0,0,0,0
Q59002,2,4,0,22,104,62,155,130,1,22,8,24
Q59022,49,54,0,91,342,167,249,411,5,502,236,245
Q59094,81,116,0,228,497,334.999,620,574.316,20,1173.585,466,541
Q59465,1,0,0,0,0,0,0,0,0,0,0,0
Q59516,0,0,0,0,3,2,1,2,1,15,12,5
Q59637,0,0,0,0,0,0,1,0,0,0,0,0
Q59641,0,0,0,0,0,0,0,0,0,0,0,0
Q59695,5,0,0,0,2,6,43,6,0,73,32,27
Q59754,1007,1405,25,1376.001,5200,1792,5727.999,5849.993,223.999,4894.353,2401.051,1647.999
Q59931,0,0,0,0,0,0,2,0,0,0,0,0
Q59990,0,0,0,0,4,1,0,2,1,0,0,1
Q59A32,0,0,1,1,7,4,3,3,3,200,55,43
Q59KI0,0,0,0,0,0,0,3,0,0,0,0,0
Q59KJ7,0,0,0,0,0,0,2,0,0,0,0,0
Q59KZ1,0,0,0,0,0,0,3,0,0,0,0,0
Q59LU0,0,1,0,0,2,0,6,4,1,267,141,128
Q59Q30,0,1,0,21,75,23,77,102.053,2,301,134,136
Q59QL0,1,2,0,0,0,11,1,1,0,0,0,0
Q59RA2,0,0,0,0,0,0,0,0,2,3,4,0
Q59S78,0,0,0,0,1,0,5,1,3,5,1,0
Q5A1M4,0,1,0,1,1,1,3,6,1,4,0,5
Q5A309,0,0,0,0,0,5,0,1,4,4,0,3
Q5A310,1,15,0,0,0,2.715,0,3.887,0,9,3,5
Q5A3V6,70,133,2,161,350,231,338,412,2,435,101,147
Q5A416,0,0,0,0,0,0,0,0,4,4,1,2
Q5A4E2,1,1,0,0,1,0,4,5,3,3,0,0
Q5A6Q4,9,9,0,12,31,32,40,62,0,53,15,22
Q5A761,0,0,0,0,0,1,1,1,3,0,0,0
Q5ACM4,0,0,0,1,0,2,2,0,3,23,6,6
Q5ADN8,0,0,0,0,0,0,1,0,0,0,0,0
Q5AGV7,0,0,0,0,2,1,1,1,1,3,5,3
Q5AI21,0,0,0,0,0,0,0,1,2,7,4,0
Q5AJS6,0,0,0,0,0,0,0,0,0,0,0,0
Q5AK62,0,1,0,0,11,0,4,6,0,0,1,0
Q5ALL8,0,0,0,2,0,1,1,0,3,2,0,0
Q5ANA8,0,0,0,1,0,0,5,3,1,121,34,19
Q5APD4,0,0,0,0,0,0,0,0,0,0,0,0
Q5AR04,0,0,0,0,0,0,0,0,0,0,0,0
Q5AR34,0,0,0,0,0,1,0,0,1,8,2,0
Q5ATG5,281,499,6,228,971.026,512,945.137,1002.999,72,5378.999,2531.999,1866.001
Q5ATQ3,0,0,0,0,0,0,9,0,0,0,1,0
Q5AUW5,0,0,8,0,0,0,0,0,0,0,0,0
Q5AV81,0,0,0,0,0,0,10,0,0,0,0,0
Q5AW69,0,0,0,0,0,0,0,0,0,0,0,0
Q5B0C9,0,0,0,0,0,0,6,0,0,0,0,0
Q5B0J9,0,0,0,0,0,0,0,3,0,5,1,0
Q5B2E8,0,0,0,0,2,0,3,0,0,19.925,0,0
Q5B630,11,12,0,23,95,74,99,91,2,101,54,63
Q5B6Q3,1,0,0,0,6,1,1,0,6,5,4,1
Q5B9F2,0,0,0,0,0,0,1,0,0,0,0,0
Q5BCC5,0,0,0,0,0,1,19,3,0,5,12,3
Q5BE22,2,1,0,0,0,1,5,0,7,3,0,2
Q5BIY5,0,0,0,0,0,0,0,0,0,3,0,0
Q5BJ65,0,0,0,0,0,0,15,0,0,0,0,0
Q5BJI7,0,0,0,1,1,0,0,0,0,1,0,0
Q5BJJ6,0,0,0,0,0,0,0,0,0,5,3,0
Q5BJL5,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJS7,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJS9,0,0,0,0,0,0,25,0,0,0,0,0
Q5BJZ6,25,17,0,37,65,45,93,109,0,136,72,48
Q5BK18,0,0,0,0,12,1,0,0,2,1,0,0
Q5BK30,0,0,0,0,0,1,1,0,1,62,52,37
Q5BKC6,1,0,0,0,0,3,3,1,2,7,3,12
Q5BKM3,26,52,0,79,245,153,183,278,0,419.376,187,163
Q5BKT4,1,2,1,1,10,9,0,4,0,3,5,3
Q5BLE8,2,0,0,2,4,3,0,4,4,17,3,0
Q5BLF0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BLK4,0,1,0,1,2,1,0,1,0,12,4,7
Q5BMR2,0,7,0,0,5,8,0,0,6,10,3,3
Q5BPL5,0,0,0,0,0,0,2,6,1,60,36,17
Q5BQE6,0,0,0,0,0,0,3,3,0,17,16,8
Q5BU09,0,0,0,0,0,1,2,0,3,3,0,2
Q5C9L6,0,2,0,1,3,0,8,0,0,7,3.202,0
Q5CC93,0,0,0,0,0,0,15,0,0,0,0,0
Q5CWQ7,0,0,0,0,0,0,0,0,0,0,2,0
Q5D006,0,0,0,0,0,0,0,0,0,0,0,0
Q5D1D6,0,0,0,0,1,9,8,4,0,43,18,11
Q5D7H8,0,0,0,1,0,1,0,1,2,3,7,2
Q5DC69,0,0,0,0,0,0,10,0,1,35,2,7
Q5DHJ5,0,0,0,0,0,0,0,0,0,306,172,162
Q5DM57,13,42,0,1,10,9,7,6,1,154,55,55
Q5DTI8,0,1,0,27,65,25,61,67,7,27,15,7
Q5DTK1,0,0,0,1,7,0,6,4,0,0,0,0
Q5DTY9,0,0,0,3,6,0,10.347,5,1,24,5,19
Q5DTZ6,0,0,0,0,2,0,0,4,1,5,1,0
Q5DU05,10,4,0,33,182,71,197,260,13.001,145,58,87
Q5DU56,19,20,1,32,84,39,54,93,24,111.07,46.163,38
Q5DW34,0,16.097,0,15.115,65.089,21,39,26,1,110,41,12
Q5E6F9,2,8,0,31,213,72,171,243,1,250,91,70
Q5E9A7,0,0,0,0,0,0,1,0,0,0,3,0
Q5E9B7,0,0,0,0,0,0,0,0,0,2,0,0
Q5E9H5,0,0,0,0,0,0,0,2,0,7,0,0
Q5E9R3,0,0,0,1,0,0,2,1,2,0,1,0
Q5E9T4,0,0,0,0,3,0,0,1,0,1,3,7
Q5EA24,0,0,0,0,0,0,0,0,0,6,0,5
Q5EA41,0,0,0,0,0,0,6,0,0,0,0,0
Q5EA50,0,0,0,2,19,12,0,1,1,0,0,0
Q5EA79,2,2,0,0,3,0,7,9,5,2,1,0
Q5EA95,2,1,0,0,2,0,0,4,1,1,0,0
Q5EA97,3,16,0,1,11,2,8,14,1,38,15,14
Q5EAB6,0,0,0,2,3,0,0,0,0,9,0,0
Q5EAD8,0,0,0,0,0,0,0,0,1,2,7,3
Q5EAR5,18,26,0,0,25,13,20,19,4,20,6,13
Q5EAW4,0,0,0,88,252,149,206,285,2,3,10,4
Q5EB14,0,0,0,4,2,0,0,0,1,1,2,0
Q5EG47,0,0,0,0,0,0,0,0,0,0,0,0
Q5ENN5,147,283.001,4,152,508.999,346.999,613.001,705.999,21,2545.996,1610.002,1045
Q5EXK5,0,0,0,0,1,0,0,1,1,16,3,2
Q5EY89,0,0,6,0,0,0,0,1,1,0,0,0
Q5F310,0,0,0,0,0,0,0,0,0,0,0,0
Q5F361,0,0,0,0,0,0,5,0,0,14,1,4
Q5F364,0,0,0,26,47,37,58,53,3,39,9,13
Q5F371,1,0,0,1,3,0,6,3,0,9,0,7
Q5F389,18,17,0,53,240,40,165.003,265,0,71,55,27
Q5F3A6,0,0,0,0,0,0,0,5,0,5,0,2
Q5F3G7,0,0,0,3,3,0,2,1,0,4,6,8
Q5F3T7,13,13,32,0,0,0,0,0,0,0,0,0
Q5F3T9,176.432,192.064,0,430.491,1559.709,674.188,1331.686,1585.375,47.876,1679.004,716.914,577.084
Q5F3U9,1,0,0,4,9,4,2,3,0,87,37,39
Q5F3X0,0,0,0,0,0,0,0,0,1,0,0,0
Q5F3Z7,4,4,0,7,27,13,34,23,2,27,6,15
Q5F418,0,0,0,0,0,0,7,0,0,0,0,0
Q5F457,1,3,0,1,6,4,8,8,0,38,23,31
Q5F478,37,77,0,145,525.873,215,432,605,11,356,177,145
Q5F485,0,0,0,0,0,0,5,0,0,0,0,0
Q5F4C4,0,0,0,0,0,0,0,1,3,18,0,4
Q5FB93,0,0,0,0,0,0,0,0,0,2,0,3
Q5FGQ8,0,0,0,0,0,0,0,0,0,5,3,5
Q5FPX9,0,0,0,0,2,9,1,5,0,8,2,3
Q5FTY3,0,0,0,0,0,0,2,0,0,0,0,0
Q5FV41,0,0,0,0,0,0,0,0,0,32,18,7
Q5FVN8,0,0,0,1,0,1,0,1,0,4,0,0
Q5FW42,0,0,0,3,7,13,3,7,0,2,0,2
Q5FWF4,0,13,0,0,7,3,12,4,0,5,14,13
Q5FWI3,0,0,0,0,0,0,1,0,1,20,7,6
Q5FWL4,0,0,0,0,0,0,2,0,0,0,0,0
Q5FWL7,14,20,0,28,106,36,94,131,1,98,47,14
Q5FWM8,10,8,0,9,56,36,54,41,2,108,49,28
Q5FWN8,1,1,0,42,86,64,86,113,2,6,2,1
Q5FWP4,0,0,0,0,0,0,4,0,0,0,0,0
Q5FWQ6,0,0,0,0,0,0,6,0,0,0,0,0
Q5FWT1,4,1,0,0,0,8,3,2,2,3,0,4
Q5FWU8,4,5,0,3,26,11,16,32,9,4,0,1
Q5FYB0,0,0,0,0,0,0,11,0,0,0,3,0
Q5FYB1,28,16,53,0,0,0,10,0,0,0,0,0
Q5G1S8,43,43,94,0,9,0,0,5,1,0,0,0
Q5G266,0,0,0,0,0,0,0,0,0,0,0,2
Q5G872,0,0,0,3,0,1,6,0,1,5,0,0
Q5GF25,0,0,0,4,19,5,7,2,0,56,21,36
Q5GI04,0,0,0,0,0,1,0,1,2,54,14,19
Q5GLZ8,0,0,0,13,35,22,13,39,0,9,5,3
Q5H6Q3,0,0,0,0,3,0,1,1,0,85,40,39
Q5H879,0,0,0,0,8,0,4,1,4,9,2,0
Q5H8A6,0,0,0,0,0,0,4,0,0,0,0,0
Q5H8C4,5,2,0,1,3,3,2,0,0,6,0,5
Q5HHX4,0,2,5,0,0,0,0,0,1,0,0,0
Q5HLD8,0,0,0,0,0,0,0,0,0,0,0,0
Q5HRH0,12,7,34,0,0,0,0,2,1,0,0,0
Q5HYA8,0,0,0,0,0,0,0,0,0,0,0,0
Q5HZE0,1,4,0,0,1,0,1,1,1,30,13,12
Q5HZH7,0,0,0,13,28,14,15,38,0,12,2,0
Q5HZQ9,1,2,0,5,6,1,2,7,0,9,0,11
Q5HZV9,15,43,0,56,82,64,112,172,3,74,33,24
Q5I012,0,0,0,0,0,0,1,0,0,0,0,0
Q5I0D7,0,0,0,0,0,0,0,0,0,0,0,0
Q5I0K7,0,0,0,0,1,3,1,0,0,9,10,3
Q5IFN2,0,1,0,3,15,10,61,9,0,14,8,13
Q5IH14,0,0,0,0,1,0,0,3,2,0,0,0
Q5IRJ6,0,0,0,0,0,0,1,2,0,33,9,6
Q5J316,0,0,0,0,0,0,0,0,0,0,0,0
Q5J4W4,0,0,0,0,0,0,1,0,0,0,0,0
Q5JG47,0,3,0,1,2,1,15,0,7,4,6,1
Q5JGN1,0,0,0,0,0,0,1,0,0,1,0,0
Q5JH51,21,67,4,84,316,125.21,277,405,9,289,163,93
Q5JI16,25,65,1,0,1,0,0,0,8,62,30,16
Q5JJV0,2,1,0,0,4,0,0,0,1,2,0,0
Q5JJY4,0,0,0,0,0,0,0,0,0,0,0,0
Q5JK84,0,0,0,0,0,0,9,0,0,0,0,0
Q5JKF2,0,1,0,0,0,0,0,2,0,0,0,0
Q5JM04,0,0,0,0,0,0,1,4,1,2,1,0
Q5JMR9,0,2,0,1,2,0,6,3,2,3,0,1
Q5JN42,0,0,0,0,0,1,13,0,0,4,0,1
Q5JNB5,0,3,0,0,0,0,0,0,0,7,2,1
Q5JTN6,0,0,0,12,34,13,31,44,3,7,2,0
Q5JVL4,5,4,0,12,54,17,45.88,50,8,47,17,13
Q5JXM2,0,0,0,1,1,1,10,3,0,7,12,5
Q5K2N1,0,0,0,0,10,0,0,0,0,0,0,0
Q5KTC7,0,0,0,0,0,0,2,0,0,9,15,2
Q5KTJ6,0,0,0,1,6,2,1,12,0,1,0,0
Q5KU39,0,0,0,9,13,21,18,18,2,8,0,3
Q5KWK2,0,0,0,0,0,0,1,0,0,0,0,0
Q5KY48,0,0,0,0,0,3,0,4,2,7,1,0
Q5KYR4,16,11,3,0,1,0,14,0,1,58,7,12
Q5L5A2,2,1,0,0,9,0,6,1,0,20,5,2
Q5L9Q0,0,0,0,0,0,0,0,0,0,0,0,0
Q5LRT0,0,5,0,0,19,3,8,16,7,11,4,3
Q5LS56,0,0,0,0,0,0,0,0,0,1,2,1
Q5M721,0,0,0,0,0,0,1,0,0,0,0,0
Q5M755,4,2,0,0,0,0,2,0,0,0,0,0
Q5M759,27,4,0,37,50,51,57,83,2,96,69,44
Q5M786,0,0,0,0,0,0,2,0,0,0,1,0
Q5M7G4,0,0,0,0,0,1,4,0,0,1,0,0
Q5M7N9,7,18,0,28,127,80,87,93,0,142,61,88
Q5M7T9,0,0,0,0,0,0,0,0,0,0,0,0
Q5M807,21,25,0,24,46,68,56,70,0,104,36,34.999
Q5M823,1,2,0,7,7,5,19,8,0,20,16,10
Q5M8G6,0,0,0,0,2,0,0,1,0,20,1,9
Q5M974,0,0,0,0,9,6.006,1,2,0,0,1,4
Q5M9F1,3,0,11,0,0,0,0,0,0,0,0,0
Q5M9G6,0,2,0,4,5,2,2,2,4,74,15,32
Q5N0T0,0,0,0,1,5,0,1,1,3,318.998,226,129
Q5N249,1,0,0,0,0,0,33,0,3,23,3,4
Q5N749,4,23,0,0,5,0,5,0,3,11,1,1
Q5N7W4,0,0,0,0,0,0,3,0,0,0,0,0
Q5N800,0,0,0,0,4.004,5,3,0,2,3,2,10
Q5N808,0,0,0,0,0,0,2,0,0,0,0,0
Q5N863,0,3,0,1,0,0,0,0,8,11,0,0
Q5N870,5,16,0,16,65,27,62,109.505,0,7,0,0
Q5N8G1,0,0,0,0,0,0,3,0,0,0,0,0
Q5N941,0,2,0,2,1,1,1,1,2,28.01,13,10
Q5NAV3,4,6,0,0,0,0,0,0,3,3,6,0
Q5NAY4,0,0,0,0,8,0,3,2,0,13,0,0
Q5NBI2,0,0,0,0,1,0,0,0,2,12,5,2
Q5NCQ5,0,0,0,0,0,0,2,1,0,0,0,0
Q5NDL3,0,0,0,6,9,9,2,0,1,4,4,1
Q5NDL9,0,0,0,0,4,1,0,1,1,3,1,4
Q5NQ66,0,0,0,13,57.435,20,79.648,53.3,1,94.782,35.476,36.604
Q5NTH0,0,0,0,0,0,0,1,0,7,0,0,0
Q5NVC8,4,2,0,1,4,3,3,1,0,37,25,16
Q5NVD0,0,0,0,0,0,0,9,0,3,34,10,18
Q5NVE6,0,5,0,0,0,0,0,0,0,0,0,0
Q5NVJ6,0,0,0,0,0,0,2,0,0,0,0,0
Q5NVK7,0,0,0,2,1,8,5,0,1,0,0,0
Q5NVN7,0,0,0,0,0,0,0,0,0,0,0,0
Q5P603,0,0,0,0,0,0,0,0,0,0,0,0
Q5P6Y5,0,0,0,0,0,1,0,1,0,12,1,0
Q5PP23,0,0,0,0,2,0,3,0,1,1,0,3
Q5PP37,11,6,50,4,12,10,14,13,0,7,2,5
Q5PP70,0,0,0,0,0,0,0,0,0,9,5,1
Q5PPG7,0,3,0,1.316,0,1.253,1.267,0,0,11,0,6
Q5PPI9,0,0,0,0,0,0,0,1.083,0,2,0,0
Q5PPR6,0,0,0,0,0,0,5,0,1,1,0,4
Q5PPV2,2,0,0,0,0,0,0,0,5,16,8,4
Q5PPV3,0,0,0,3,6,5,11,25,0,114,75,59
Q5PQ09,3,4,0,4,1,0,8,10,2,9,2,2
Q5PQ27,0,0,0,0,0,0,0,0,0,0,0,0
Q5PQ44,5,8,0,48,138,83,128,167,2,0,0,1
Q5PQ59,32,51,0,20,63,48,42,72,5,215,106,128
Q5PQA4,4,1,0,97,347,131,354,422,15,41,47,38.783
Q5PQL3,0,0,0,0,0,0,3,0,0,0,1,0
Q5PQM2,0,0,0,0,0,0,0,0,0,3,4,3
Q5PQN1,0,0,0,0,0,0,0,0,0,3.235,0,0
Q5PRC0,0,0,0,0,0,0,0,0,0,0,0,0
Q5QE80,0,0,0,0,0,0,2,0,0,0,1,0
Q5QIT3,12,30,0,0,0,0,0,1,1,17,13,2
Q5QJC3,0,0,0,1,14,7,12,14,2,0,0,0
Q5QJE6,0,0,0,0,0,3,0,0,0,2,0,1
Q5QJU3,0,0,0,0,0,0,2,0,0,0,0,0
Q5QM84,1,14,0,2,26,10,39,51,2,17,13,8
Q5QMN3,7,13,0,18,41,20,38,53,4,42,28,13
Q5QN75,0,0,0,0,0,0,0,1,0,4,1,0
Q5QQ52,2,0,0,0,0,0,2,0,0,1,0,0
Q5QQ53,0,0,0,0,0,0,3,0,0,0,0,0
Q5QVR4,0,0,0,0,0,0,2,1,0,0,0,0
Q5R1W5,0,0,0,0,0,0,5,0,0,0,0,0
Q5R2J2,13.775,43.914,10.237,0,0,1,0,2.027,2,277.577,44.593,114.291
Q5R3I4,0,0,0,0,0,0,0,0,0,1,0,0
Q5R456,1,1,0,3,5,2,2,5,2,11,7,3
Q5R478,0,1,0,1,1,0,4,1,0,0,0,0
Q5R495,0,0,0,0,0,0,2,0,0,0,0,0
Q5R4A6,4,3,0,0,21,6,17,17,2,20,12,4
Q5R4H3,2,4,0,3,5,1,6,6,1,2,4,0
Q5R4H6,0,0,0,7,39,1,9,12,2,4,4,0
Q5R4K3,0,0,0,0,0,0,5,0,0,0,0,0
Q5R4N7,0,0,0,0,3,5,0,0,0,0,0,0
Q5R4R1,0,0,0,0,0,0,0,0,0,0,0,2
Q5R4R4,0,0,0,2,16,3,9,3,3,144,87,42
Q5R4T9,0,0,0,0,0,0,17,0,0,0,0,0
Q5R4U9,0,0,0,0,0,0,15,0,0,0,0,0
Q5R4Y2,0,0,0,0,0,0,0,0,0,0,0,0
Q5R581,0,0,0,0,0,0,9,0,0,0,0,1
Q5R5E7,0,0,0,0,0,0,8,0,0,0,0,0
Q5R5J8,0,0,0,5,66,10,56,46,2,21,3,0
Q5R5L3,0,0,0,0,0,1,11,0,1,5,8,0
Q5R5L9,0,0,0,0,0,0,0,0,0,0,0,0
Q5R5N6,1,0,0,0,1,0,2,3,0,7,0,0
Q5R5R4,0,0,0,0,0,0,0,0,0,0,0,0
Q5R5U4,0,0,0,0,0,0,3,0,0,0,0,0
Q5R5X3,1,21,0,12,29,27,30,38,14,131,50,45
Q5R614,0,3,0,0,4,0,47,8,4,29,9,7
Q5R632,1,0,0,0,1,0,6,5,5,20,1,1
Q5R686,0,0,0,0,2,1,0,0,0,7,0,0
Q5R6B8,0,0,0,39,67,20,53,54,0,20,16,8
Q5R6D1,2,0,3,3,10,7,23,3,0,25,13,6
Q5R6H6,0,0,0,0,0,0,0,0,0,0,0,0
Q5R6Q2,1,3,0,0,6,0,0,14,0,1,0,4
Q5R746,0,0,0,1,21,8,11,7,0,0,3,0
Q5R7B0,0,0,0,0,0,0,1,0,0,0,0,0
Q5R7B8,12,21,0,8,27,17,53,42,0,5,1,5
Q5R7C1,0,1,0,1,1,0,2.001,1,4,0,0,0
Q5R7D1,0,0,0,0,0,0,1,0,0,0,0,0
Q5R7I1,4,3,0,0,1,0,0,1,0,1,0,0
Q5R7I7,0,0,0,0,0,0,0,0,2,0,0,0
Q5R7J9,0,1,0,1,0,2,0,0,1,39,4,10
Q5R7Q3,0,4,0,1,9,1,5,6,2,16,15,1
Q5R7R6,0,0,0,0,0,0,3,0,0,0,0,0
Q5R7R9,0,0,0,0,0,0,0,0,0,0,0,0
Q5R7U7,0,0,0,0,0,0,0,0,0,6,8,5
Q5R7X2,4,7,0,0,1,1,5,7,6,52,39,17
Q5R814,0,0,0,0,0,0,9,0,0,0,0,0
Q5R819,0,0,0,0,0,0,5.376,0,0,0,0,0
Q5R831,0,0,0,0,0,2,0,0,0,1,0,3
Q5R833,3,13,0,11,25,3,15,29,0,1,2,2
Q5R834,0,0,0,0,0,0,2,0,0,0,0,0
Q5R874,0,0,0,0,0,1,0,0,0,8,9,5
Q5R8F7,0,0,0,0,0,0,0,0,0,0,0,0
Q5R8I2,0,2,0,0,0,0,0,3,1,0,0,1
Q5R8I6,14,69,0,59,193,112,199,273,9,312.178,171,102
Q5R8M1,58,154,0,127,594,211,548,762,7,175,137,28
Q5R8M3,0,0,0,0,0,0,0,0,0,0,0,0
Q5R8Q7,0,0,0,0,2,1,3,1,0,9,2,1
Q5R8R4,0,0,0,0,0,0,3,0,0,0,0,0
Q5R8X2,0,0,0,0,0,0,0,0,0,0,0,0
Q5R978,0,0,0,0,0,1,0,3,0,29,23,19
Q5R991,0,1,0,0,9,0,0,1,0,35,12,21
Q5R9A7,7,3,0,8,14,4,12,14,0,55,11,14
Q5R9I5,0,0,0,0,0,0,1,0,0,38,603,12
Q5R9L8,0,0,0,0,0,0,1,0,0,0,0,0
Q5R9R1,1,1,0,2,27,7,13,12,1,6,2,2
Q5R9W5,0,0,0,1,0,1,0,0,1,0,0,0
Q5RA07,0,1,0,2,5,5,8,7,0,10,1,1
Q5RA17,0,0,0,0,0,0,0,0,0,1,0,0
Q5RA29,0,0,0,1,0,0,6,2,0,0,0,0
Q5RA75,13,16,0,8,25,19,24,30,0,186,108,86
Q5RA77,0,0,0,0,0,0,0,0,0,0,0,0
Q5RAF3,0,0,0,0,0,0,0,0,0,0,0,0
Q5RAG2,0,0,0,0,2,0,4,14,2,4,5,5
Q5RAG8,0,0,0,0,0,0,1,0,0,2,0,0
Q5RAJ6,0,5,0,6,35,22,31,53,0,48,40,16
Q5RAK7,0,0,0,0,0,0,2,0,0,0,0,0
Q5RAP0,0,0,0,65,196,89,204,231,0,2.001,2,5
Q5RAR6,0,0,0,1,0,0,0,0,0,0,0,0
Q5RAU0,0,0,0,0,0,0,1,0,0,0,0,0
Q5RAU5,0,0,0,2,0,0,4,2,1,0,0,0
Q5RB35,0,0,0,0,0,0,1,0,0,0,0,0
Q5RB75,0,0,0,1,0,0,1,4,0,3,2,1
Q5RB77,0,0,0,0,0,0,0,0,0,0,0,0
Q5RB83,0,0,0,16,23,22,19,36,0,0,0,6
Q5RBB1,0,0,0,0,1,0,0,0,0,5,2,0
Q5RBD5,0,0,0,0,0,0,1,0,0,0,0,0
Q5RBD9,0,0,0,0,0,0,0,0,0,0,0,0
Q5RBF1,0,0,0,0,0,0,0,0,0,0,0,0
Q5RBF3,0,0,0,2,0,0,0,0,0,0,0,0
Q5RBN1,0,0,0,0,0,0,0,0,0,0,0,0
Q5RBP4,0,0,0,0,2,0,0,0,3,112,59,33
Q5RBR3,0,0,0,0,3,8,4,2,0,38,14,7
Q5RBS9,0,0,0,0,0,0,0,0,1,1,0,1
Q5RBU7,0,0,0,0,0,0,0,0,0,0,0,0
Q5RC69,0,0,0,0,0,6,8,4,3,15,2,2
Q5RC74,0,1,0,0,6,0,0,6,0,47,44,14
Q5RC80,0,0,0,0,3,1,4,2,0,53,30,7
Q5RCB9,0,0,0,3,3,1,2,6,0,6,2,1
Q5RCC4,4,15,0,1,7,2,2,2,0,0,0,0
Q5RCE2,0,0,0,1,19,4,5,7,0,7,1,4
Q5RCP7,0,10,0,4,42,5,11,8,0,16,1,1
Q5RCS8,8,10,0,23,60,43,83,86,5,5,0,7
Q5RCV8,0,0,0,0,1,0,1,1,0,0,0,0
Q5RCZ7,22,19,0,0,1,0,1,1,1,2,3,0
Q5RD00,0,1,0,12,43,21,45,56,1,2,0,0
Q5RD06,0,0,0,0,0,0,0,0,0,6,0,0
Q5RD26,22,30,0,37,187,104,151,163,2,89,35,41
Q5RD27,1,0,0,1,8,5,10,10,7,1,0,0
Q5RDA4,0,0,0,0,0,0,1,0,1,1,0,1
Q5RDD3,0,0,0,0,0,0,0,0,0,0,0,0
Q5RDG4,1,1,0,1,3,1,4,3,0,1361,983.525,1652
Q5RDJ7,0,0,0,0,0,0,0,0,0,0,0,0
Q5RDL2,0,0,0,0,0,0,0,0,0,0,0,0
Q5RDP9,0,0,0,0,1,0,1,3,0,1,0,0
Q5RDQ3,0,0,0,0,0,0,0,0,0,0,0,0
Q5RDQ7,0,0,0,0,0,0,17,0,0,0,2,0
Q5RDU4,7,1,3,0,0,0,7,0,0,0,0,0
Q5RDW0,1,10,0,31,155,53,109,123,3,26,20,20
Q5RDY4,0,4,0,2,0,0,1,2,2,3,1,2
Q5RE03,1,2,0,0,1,3,1,2,0,2,2,3
Q5RE15,33,63,0,59,213,131,267,251.788,3,329,173.986,153
Q5REB9,0,0,0,0,0,0,0,0,0,0,0,0
Q5REF6,0,4,0,10,44,19,43,44,3,15,3,7
Q5REG4,0,0,0,0,0,0,0,0,0,0,0,0
Q5REH2,11,41,1,10,141,46,114,99,1,123,70,44
Q5REW9,0,0,0,0,0,0,0,0,0,8,2,0
Q5RF14,0,0,0,0,2,1,6,0,2,7,1,2
Q5RF72,0,0,0,0,0,0,11,0,0,0,0,0
Q5RF87,0,0,0,0,0,0,1,0,0,0,0,0
Q5RFD2,0,1,0,1,5,2,14.147,7,2,13,10,7
Q5RFI8,1,0,0,0,0,0,0,0,0,1,0,0
Q5RFK0,0,0,0,0,0,0,2,0,0,0,0,0
Q5RFQ0,0,0,0,12,35,20,40,74,2,10,8,5
Q5RFQ9,0,0,0,0,0,0,0,0,0,0,0,0
Q5RFT1,0,0,0,0,1,0,1,2,0,332.99,130,61
Q5RG82,0,2,0,36,233,50,218,246,0,1,0,0
Q5RGJ5,0,0,0,0,3,0,4.005,2,0,20,7,4
Q5RGV1,0,0,0,10,29,1,38,31,1,15,5,3
