"","UVI_092_A","UVI_094_A","UVI_096_A","UVI_100_A","UVI_102_A","UVI_104_A","UVI_106_A","UVI_108_A","USVI_118_A","UVI_132_A","UVI_136_A","UVI_138_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_100_B","UVI_102_B","UVI_104_B","UVI_106_B","UVI_108_B","USVI_118_B","UVI_132_B","UVI_136_B","UVI_138_B","UVI_092_C","UVI_094_C","UVI_096_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_092_D","UVI_094_D","UVI_096_D","UVI_100_D","UVI_102_D","UVI_104_D","UVI_106_D","UVI_108_D","USVI_118_D","UVI_132_D","UVI_136_D","UVI_138_D","M_d1_A","M_d3_A","M_d6_A","O_d1_A","O_d3_A","O_d6_A","O_d7_A","O_d8_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","Pstr_d7_A","M_d1_B","M_d3_B","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d1_B","Past_d2_B","Past_d3_B","Past_d6_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_C","Past_d2_C","Past_d3_C","Past_d6_C","Past_d7_C","Pstr_d7_C","M_d1_D","M_d3_D","M_d6_D","O_d1_D","O_d3_D","O_d6_D","O_d7_D","O_d8_D","Past_d1_D","Past_d2_D","Past_d3_D","Past_d6_D","Past_d7_D","Pstr_d7_D"
"O44006",0,0,0,0,0,0,0,0,1221,2,4,0,733,502,1164,5,24,8,16,71,4,9,1,1,355,664,50,122,301,128,414,375,31,336,145,119,1,4,26,0,3,0,23,1,0,0,1,0,0,0,0,0,0,0,8,0,9519,6977,2947,4309,764,0,15,24,12,47,62,114,55,60,0,0,0,0,0,276,1652,1987,1803,4728,8455,8785,7882,7843,1,6,4,8,0,24,0,0,0,0,0,5,8,3,0,0,0,0,0,0
"O45218",0,0,0,0,0,0,0,0,3,0,0,0,29,42,87,0,0,1,0,1,0,0,0,0,0,0,0,3,5,2,5,4,1,18,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,160,29,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,14,7,14,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O48649",0,3,0,1,13,16,3,17,893,1,0,0,123,99,237,0,0,4,7,7,1,0,0,0,183,315,4,30,89,66,162,109,13,2090,1070,709,1,0,0,0,0,0,78,1,1,0,0,0,34,35,40,24,55,46,37,28,5853,4973,2097,3820,485,0,0,1,0,0,0,4,0,0,0,0,0,0,0,55,1063,1205,1016,2219,3757,3477,2871,2495,3,1,3,14,0,0,0,0,7,0,0,0,0,1,0,7,0,0,0,0
"O48652",0,0,0,0,0,0,0,0,28,0,0,0,64,57,111,0,2,0,0,1,0,0,0,0,0,0,0,0,1,14,53,2,0,49,38,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325,276,112,83,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,129,133,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O48844",0,0,0,0,0,0,0,0,26,2,0,0,17,26,66,1,0,0,0,1,0,0,0,0,0,0,1,38,96,50,132,138,3,4,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,981,1038,449,458,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,13,13,8,8,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O48920",0,0,0,0,0,0,0,0,846,2,0,0,299,189,477,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2893,2551,1045,1506,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O49453",0,0,0,0,0,0,1,0,0,0,0,0,2,7.245,9.804,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,2.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O49562",0,0,0,0,0,0,0,0,117,0,0,0,24,46,36,0,0,0,0,2,0,0,0,0,0,0,0,1,9,9,6,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,332,296,140,81,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,16,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O49668",0,0,0,0,0,0,0,0,74,0,0,0,33,31,87,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,186,247,105,131,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,1,6,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O49923",0,0,0,0,0,0,0,0,2,0,0,0,203,162,403,0,1,0,1,1,1,0,1,0,2,13,0,6,23,27,23,48,10,59,37,30,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,83,126,56,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,95,143,90,416,538,361,264,351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"O50310",0,0,0,0,0,0,0,0,12,0,0,0,100,83,139,0,0,0,4,4,0,0,0,0,0,0,0,2,0,2,3,0,2,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,88,84,28,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,46,0,1,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O50314",0,0,0,0,0,0,0,0,4,0,0,0,3,5,28,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,3,8,0,14,1,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,83,25,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,7,10,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O51081",0,0,0,0,0,0,0,0,1,0,0,0,39,15,46,0,0,0,0,3,0,0,0,0,0,0,0,9,1,0,1,0,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,17,16,18,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O52025",0,0,0,0,0,0,0,0,0,0,0,0,16,18,21,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2,1,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,102,98,59,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O53532",0,0,0,0,0,0,0,0,26,0,0,0,57,31,104,0,0,0,0,2,0,0,0,0,7,5,9,1,1,1,1,0,0,0,7,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,45,134,66,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,127,155,135,23,30,11,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O54408",0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O54698",0,0,0,0,0,0,0,0,87,0,0,0,37,23,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,332,303,131,136,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O54701",0,0,0,0,0,0,0,0,133,0,0,0,77,38,136,0,3,0,0,3,2,0,0,0,0,2,0,0,0,0,5,2,10,18,4,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,614,602,264,310,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,7,7,11,16,6,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O54852",0,0,0,0,0,0,0,0,61,0,0,0,64,29,155,0,0,0,1,2,1,0,0,0,1,0,2,1,10,0,2,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,372,203,64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,17,13,0,7,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O54853",0,0,0,0,0,0,0,0,18,0,0,0,336,177,484,2,8,0,1,2,0,2,0,0,1,1,1,14,27,12,29,52,2,33,19,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,743,607,234,200,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,208,197,130,49,127,90,47,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O54898",0,0,0,0,0,0,0,0,124,0,0,0,75,55,172,0,2,0,0,2,0,0,0,0,23,55,1,102,395,195,381,415,4,246,80,52,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,1509,710,514,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,451,602,397,645,1353,1153,761,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O55029",0,0,0,0,0,0,0,0,61,0,0,0,49,34,105,0,4,0,0,4,2,0,0,0,0,1,0,0,1,1,1,1,1,12,1,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,463,403,142,115,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,16,11,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O57483",0,0,0,0,0,0,0,0,331,3,0,0,5,18,90,1,0,1,0,3,0,0,0,0,1,9,1,6,38,3,14,21,20,80,15,14,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1361,1312,574,287,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,113,116,67,49,49,45,43,85,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"O59028",0,0,0,0,0,0,0,0,3,0,0,0,36,26,87,0,0,0,0,1,0,0,0,0,7,11,0,32,86,75,92,147,2,96,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,62,23,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,265,251,338,188,289,367,155,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O59790",0,0,0,0,0,0,0,0,52,0,0,0,110,59,245,0,0,1,0,3,4,1,0,0,3,1,0,1,17,4,14,6,2,91,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,625,301,76,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,52,108,62,50,125,129,66,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O59838",0,0,0,0,0,0,0,0,92,0,0,0,310,248,564,0,1,3,0,9,1,0,0,0,0,1,0,14,20,28,29,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,621,893,367,134,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1,9,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O59922",0,0,0,0,0,0,0,0,180,0,0,0,17,17,29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,170,187,76,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O59952",0,0,0,0,0,0,0,0,55,1,0,0,114,90,179,0,1,1,0,4,1,0,1,0,3,4,5,20,42,35,37,68,2,17,10,9,0,0,0,0,0,0,4,0,0,18.578,2,4,0,0,0,0,0,0,0,0,2421,2286,868,955,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,9,0,1,160,198,304,103,345,0,0,0,0,0,0,0,4,0,4,4,0,4,4,0,0,0,0,0,0
"O60041",0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,29,157,46,89,126,3,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,467,205,120,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,116,34,39,140,23,6,54,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
"O60084",0,0,0,0,0,0,0,0,12,0,0,0,4,11,35,0,0,0,0,0,0,0,0,0,0,0,0,5,41,4,20,23,0,5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,238,186,110,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60103",0,0,0,0,0,0,0,0,6,0,0,0,60,62,86,0,0,0,3,7,1,0,0,0,0,0,0,0,1,1,1,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,303,310,109,60,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60178",0,0,0,0,0,0,0,0,20,0,0,0,18,27,41,0,1,0,0,1,0,0,0,0,0,0,0,4,22,13,15,13,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,278,309,73,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60242",0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60306",0,0,0,0,0,1,0,0,111,1,0,0,79,69,147,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,10,0,2,273,123,135,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,891,854,353,293,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60308",3,0,0,0,0,0,0,0,68,0,0,0,27,28,84,0,0,0,0,1,0,0,0,0,4,17,0,7,156,34,73,119,1,56,17,12,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,544,481,203,157,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,164,285,162,86,149,443,262,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60447",0,0,0,0,0,0,0,0,37,3,0,0,91,56,101,0,0,2,0,8,0,0,0,0,7,15,3,1,3,1,2,6,2,16,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,200,88,82,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,14,23,191,266,235,127,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60568",0,0,0,0,0,0,0,0,5,0,0,0,95,35,119,1,3,0,2,5,2,0,0,0,1,4,0,3,2,2,4,1,0,36,19,23,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,99,126,65,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,9,111,146,157,105,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60573",0,0,0,0,0,0,0,0,3,0,0,0,54,36,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,17,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,78,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60658",0,0,0,0,0,0,0,0,90,0,0,0,2,7,17,0,0,0,0,0,0,0,0,0,0,5,0,3,2,2,1,6,7,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,37,172,158,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,17,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60741",0,0,0,0,0,0,0,0,10,0,0,0,11,8,30,0,0,0,0,0,1,0,0,0,0,1,0,32,156,50,123,156,1,17,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,397,530,386,103,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,2,51,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O60840",2,0,0,0,0,0,0,0,231,0,0,0,80,35,88,0,5,0,0,0,0,0,0,0,1,1,2,8,21,7,41,19,3,13,7,5,0,0,0,1,0,0,50,4,0,0,0,0,0,0,5,0,0,0,0,0,1497,1573,720,343,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,17,1,33,59,60,22,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"O61065",0,0,0,0,0,0,0,0,0,0,0,0,5.342,0,40.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O64175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O64527",0,0,0,0,0,0,0,0,1,0,0,0,16,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,66,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O64624",0,0,0,0,0,0,0,0,76,0,0,0,85,71,206,0,0,0,1,2,2,0,0,0,0,0,0,2,7,2,3,1,2,2,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,400,374,156,115,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,7,1,1,26,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O64642",0,0,0,0,0,0,0,0,3,0,0,0,157,120,402,0,1,0,5,3,0,0,0,0,10,20,1,58,162,52,116,161,24,141,87,48,0,0,0,0,0,0,33,2,0,0,0,0,1,0,0,0,0,0,0,0,453,711,292,156,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,510,556,473,674,1033,770,599,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"O64644",0,0,0,0,0,0,0,0,30,0,0,0,36,13,48,0,0,0,0,1,0,0,0,0,32,16,0,42,80,82,93,98,0,132,111,75,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,247,335,131,57,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,89,87,61,640,728,635,597,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O64730",0,0,0,0,0,0,0,0,79,0,0,0,153,95,253,0,0,6,0,3,5,0,0,0,0,0,1,4,10,1,6,13,0,11,9,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,604,749,380,138,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,153,84,143,14,22,18,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O64740",0,0,0,0,0,0,0,0,5,0,0,0,35,24,88,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,148,125,48,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O65001",0,0,0,0,0,0,0,0,24,0,0,0,12,13,61,0,0,0,0,0,0,0,0,0,22,50,1,37,124,37,144,181,10,429,141,180,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,522,475,209,158,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,626,337,308,631,752,742,616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O65084",0,0,0,0,0,0,0,0,103,0,0,0,103,56,165,0,1,1,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0,46,27,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,444,420,185,181,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,36,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O65278",0,0,0,0,0,0,0,0,10,0,0,0,69,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,8,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,111,31,56,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O65315",0,0,0,0,0,0,0,0,12,1,0,0,90,72,196,0,0,0,2,4,0,0,0,0,0,4,0,0,2,0,4,0,0,11,7,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,125,160,33,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,63,79,64,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O65426",0,0,0,0,0,0,0,0,5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,97,9,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O65493",0,0,0,0,0,0,0,0,1889,7,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,11,0,10,3,7,6,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,3,0,0,0,0,5324,3615,1739,1722,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,121,121,0,1,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"O65502",0,0,0,0,0,0,0,0,9,0,0,0,46,21,79,0,2,0,0,0,0,0,0,0,0,2,0,2,3,0,2,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,244,172,114,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,1,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O66515",0,0,0,0,0,0,0,0,819,2,0,1,11,15,41,1,0,1,0,3,1,1,1,0,105,168,1,481,2541,759,2214,2817,18,3577,1691,1127,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,10356,7681,3445,3141,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3255,4610,3114,2484,5019,6784,6152,5545,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O66821",0,0,0,0,0,0,0,0,71,0,0,0,73,34,64,0,0,1,0,1,0,0,0,0,3,8,0,7,19,11,22,31,2,5,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,255,77,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,60,82,63,105,84,34,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"O67109",0,0,0,0,0,0,0,0,351,0,0,0,58,28,91,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,63,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,644,259,652,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,18,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O67327",0,0,0,0,0,0,0,0,771,1,0,0,40,17,124,0,1,1,4,3,0,0,0,0,12,10,1,30,106,173,45,151,1,72,18,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,1595,566,1013,152,0,0,0,4,0,0,4,0,0,0,0,0,0,0,48,237,203,241,358,562,450,288,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O67716",0,0,0,0,0,0,0,0,695,3,0,0,87,75,253,0,2,0,0,6,0,0,0,0,8,7,0,0,2,3,15,1,6,12,6,3,0,0,1,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,1479,1183,503,478,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,32,32,180,327,146,226,113,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
