"","UVI_092_A","UVI_094_A","UVI_096_A","UVI_100_A","UVI_102_A","UVI_104_A","UVI_106_A","UVI_108_A","USVI_118_A","UVI_132_A","UVI_136_A","UVI_138_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_100_B","UVI_102_B","UVI_104_B","UVI_106_B","UVI_108_B","USVI_118_B","UVI_132_B","UVI_136_B","UVI_138_B","UVI_092_C","UVI_094_C","UVI_096_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_092_D","UVI_094_D","UVI_096_D","UVI_100_D","UVI_102_D","UVI_104_D","UVI_106_D","UVI_108_D","USVI_118_D","UVI_132_D","UVI_136_D","UVI_138_D","M_d1_A","M_d3_A","M_d6_A","O_d1_A","O_d3_A","O_d6_A","O_d7_A","O_d8_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","Pstr_d7_A","M_d1_B","M_d3_B","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d1_B","Past_d2_B","Past_d3_B","Past_d6_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_C","Past_d2_C","Past_d3_C","Past_d6_C","Past_d7_C","Pstr_d7_C","M_d1_D","M_d3_D","M_d6_D","O_d1_D","O_d3_D","O_d6_D","O_d7_D","O_d8_D","Past_d1_D","Past_d2_D","Past_d3_D","Past_d6_D","Past_d7_D","Pstr_d7_D"
"Q54V55",0,0,0,0,0,0,0,0,12,0,0,0,23,9,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,82,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54V96",0,0,0,0,0,0,0,0,17,0,0,0,14,14,45,0,0,0,0,1,0,0,0,0,0,0,0,7,35,5,9,20,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,110,147,68,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,1,15,13,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54VF4",0,0,0,0,0,0,0,0,3,0,0,0,10,6,20,0,0,0,0,0,0,0,0,0,0,0,0,7,32,12,23,24,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,68,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,21,17,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54VI1",0,0,0,0,0,0,0,0,16,0,0,0,60,72,148,0,0,0,0,4,2,0,0,0,2,3,0,2,11,6,8,9,0,19,16,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,165,255,128,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,19,21,13,42,51,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Q54VI3",3,0,0,0,0,0,0,0,624,0,0,0,44,70,215,0,0,0,0,4,4,0,0,0,1,1,0,1,4,4,11,0,1,50,15,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,872,206,234,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,24,14,22,45,34,16,49,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54VN6",0,0,0,0,0,0,0,0,41,0,0,0,410,175,484,0,3,1,1,9,2,0,0,0,7,7,0,165,384,395,381,430,9,3,0,9,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1137,1026,1,33,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1054,822,886,1061,1441,826,1073,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54VV7",0,0,0,0,0,0,0,0,19,0,0,0,10,9,44,0,0,0,0,0,0,0,0,0,33,73,1,81,294,168,248,368,7,170,108,80,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,412,440,139,113,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,673,897,595,611,1121,1147,763,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54WA3",0,0,0,0,0,0,0,0,22,0,0,0,19,27,62,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,121,32,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54WR5",0,0,0,0,0,0,0,0,34,0,0,0,108,87,167,0,0,0,0,5,3,0,0,0,10,8,0,7,16,4,5,4,5,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184,222,105,163,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,13,14,10,111,168,120,145,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54WR9",0,0,0,0,0,0,0,0,1231,4,1,0,1176,903,2340,1,1,3,1,22,7,1,0,0,176,426,16,597,2177,1070,2422,3106,22,70,20,22,0,0,0,0,1,0,87,1,0,0,10,0,5,0,1,4,0,0,0,0,10155,9536,3913,4338,735,0,0,0,0,0,0,0,0,7,0,0,0,0,0,321,4067,5975,3539,3715,6308,8901,6330,6599,0,0,0,5,0,0,0,0,4,0,8,0,0,1,0,5,0,0,0,0
"Q54WW7",0,0,0,0,0,0,0,0,1,0,0,0,20,1,21,0,0,0,0,1,0,0,0,0,1,0,0,1,6,2,13,6,5,98,14,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,117,112,26,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Q54XK2",0,0,0,0,0,0,0,0,247,1,0,0,73,91,311,0,1,0,2,2,2,0,0,0,9,36,27,21,91,22,83,107,1,39,20,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,1774,1335,670,416,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,264,361,251,232,625,518,322,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54XQ8",0,0,0,0,0,0,0,0,10,0,0,0,73,47,98,0,0,0,1,0,0,0,0,0,1,4,0,18,73,39,49,91,2,27,9,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,74,49,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,20,35,62,83,140,63,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
